Typ;Type;Name;Latitude;Longitude;Tempolimit;Ankunft;Abfahrt;Block_ID;Betriebstage;Service_ID;Details;Altitude (m);Roadgrade (%);Surface;Highway_Type;OSM_Name
Routenpunkt (Way);A;Landgraf-Georg-Straße (Ampel);49.872972;8.66227;50.0;;;;;;Original OSM;158.2;4.63;asphalt;primary;Landgraf-Georg-Straße
Routenpunkt (Way);T;;49.872992;8.662383;50.0;;;;;;Interpoliert (15m);158.7;5.16;asphalt;primary;Landgraf-Georg-Straße
Routenpunkt (Way);T;Landgraf-Georg-Straße;49.873013;8.662496;50.0;;;;;;Original OSM;159.4;5.31;asphalt;secondary;Pützerstraße
Routenpunkt (Way);T;;49.873115;8.662521;50.0;;;;;;Interpoliert (15m);159.9;5.46;asphalt;secondary;Pützerstraße
Routenpunkt (Way);T;Pützerstraße;49.873218;8.662547;50.0;;;;;;Interpoliert;160.4;5.15;asphalt;secondary;Pützerstraße
Routenpunkt (Way);T;Pützerstraße;49.87332;8.662565;50.0;;;;;;Interpoliert;160.9;4.37;asphalt;secondary;Pützerstraße
Routenpunkt (Way);T;Pützerstraße;49.873421;8.662584;50.0;;;;;;Interpoliert;161.4;4.49;asphalt;secondary;Pützerstraße
Routenpunkt (Way);T;Pützerstraße;49.873523;8.662603;50.0;;;;;;Original OSM;161.9;4.31;asphalt;secondary;Pützerstraße
Routenpunkt (Way);T;Pützerstraße;49.873612;8.662637;50.0;;;;;;Original OSM;162.4;4.13;asphalt;secondary;Pützerstraße
Routenpunkt (Way);T;;49.873739;8.662677;50.0;;;;;;Interpoliert (15m);162.9;3.94;asphalt;secondary;Pützerstraße
Routenpunkt (Way);T;;49.873866;8.662717;50.0;;;;;;Interpoliert (15m);163.4;3.52;asphalt;secondary;Pützerstraße
Routenpunkt (Way);T;Pützerstraße;49.873993;8.662757;50.0;;;;;;Original OSM;163.9;2.99;asphalt;secondary;Pützerstraße
Routenpunkt (Way);T;;49.874112;8.662758;50.0;;;;;;Interpoliert (15m);164.2;2.75;asphalt;secondary;Pützerstraße
Routenpunkt (Way);T;;49.87423;8.66276;50.0;;;;;;Interpoliert (15m);164.5;2.51;asphalt;secondary;Pützerstraße
Routenpunkt (Way);T;;49.874349;8.662762;50.0;;;;;;Interpoliert (15m);164.8;2.27;asphalt;secondary;Pützerstraße
Routenpunkt (Way);T;;49.874468;8.662764;50.0;;;;;;Interpoliert (15m);165.1;2.27;asphalt;secondary;Pützerstraße
Routenpunkt (Way);T;;49.874587;8.662766;50.0;;;;;;Interpoliert (15m);165.4;2.24;asphalt;secondary;Pützerstraße
Routenpunkt (Way);T;Pützerstraße;49.874706;8.662768;50.0;;;;;;Original OSM;165.7;1.79;asphalt;secondary;Pützerstraße
Routenpunkt (Way);T;;49.874827;8.662711;50.0;;;;;;Interpoliert (15m);166.0;1.33;asphalt;secondary;Pützerstraße
Routenpunkt (Way);T;;49.874949;8.662654;50.0;;;;;;Interpoliert (15m);166.0;0.23;asphalt;secondary;Pützerstraße
Routenpunkt (Way);T;Pützerstraße/Mathildenhöhe (Bussteig Richtung Süd);49.875071;8.662597;50;;;;;;Original OSM;166.0;-0.87;asphalt;secondary;Pützerstraße
Routenpunkt (Way);T;;49.875155;8.66259;50;;;;;;Interpoliert (15m);165.7;-2.58;asphalt;secondary;Pützerstraße
Routenpunkt (Way);T;Pützerstraße;49.875238;8.662584;50.0;;;;;;Original OSM;165.4;-3.19;asphalt;secondary;Pützerstraße
Haltestelle;W;Darmstadt Pützerstraße;49.875277;8.662562;50.0;04:43:00;04:43:00;Kein Umlauf;Mo,Di,Mi,Do,Fr;446.0;Original GTFS (Snap-Distanz 1m) | Auf Route gesnappt (1m);165.1;-4.01;asphalt;secondary;Pützerstraße
Routenpunkt (Way);T;Pützerstraße;49.875359;8.662506;50.0;;;;;;Original OSM;164.8;-4.18;asphalt;secondary;Pützerstraße
Routenpunkt (Way);T;;49.875479;8.662418;50.0;;;;;;Interpoliert (15m);164.2;-4.35;asphalt;secondary;Pützerstraße
Routenpunkt (Way);T;;49.875598;8.66233;50.0;;;;;;Interpoliert (15m);163.6;-4.09;asphalt;secondary;Pützerstraße
Routenpunkt (Way);T;Pützerstraße;49.875717;8.662242;50.0;;;;;;Original OSM;163.0;-4.52;asphalt;secondary;Pützerstraße
Routenpunkt (Way);T;;49.875806;8.66216;50.0;;;;;;Interpoliert (15m);162.4;-4.74;asphalt;secondary;Pützerstraße
Routenpunkt (Way);T;;49.875896;8.662077;50.0;;;;;;Interpoliert (15m);161.8;-4.39;asphalt;secondary;Pützerstraße
Routenpunkt (Way);T;Pützerstraße;49.875986;8.661995;50.0;;;;;;Interpoliert;161.2;-4.22;asphalt;secondary;Pützerstraße
Routenpunkt (Way);T;Pützerstraße;49.876082;8.661896;50.0;;;;;;Interpoliert;160.9;-3.83;asphalt;secondary;Pützerstraße
Routenpunkt (Way);A;Ampel;49.876153;8.661825;50.0;;;;;;Interpoliert (15m);160.6;-3.22;asphalt;secondary;Pützerstraße
Routenpunkt (Way);T;Pützerstraße;49.876223;8.661755;50.0;;;;;;Original OSM;160.3;-2.19;asphalt;secondary;Pützerstraße
Routenpunkt (Way);T;Pützerstraße;49.876342;8.661696;50.0;;;;;;Original OSM;160.0;-1.95;asphalt;secondary;Dieburger Straße
Routenpunkt (Way);T;;49.876392;8.661789;50.0;;;;;;Interpoliert (15m);160.0;-1.31;asphalt;secondary;Dieburger Straße
Routenpunkt (Way);T;Dieburger Straße;49.876441;8.661883;30.0;;;;;;Original OSM;159.9;-0.66;asphalt;secondary;Dieburger Straße
Routenpunkt (Way);T;;49.876488;8.661973;30.0;;;;;;Interpoliert (15m);159.9;-0.23;asphalt;secondary;Dieburger Straße
Routenpunkt (Way);T;Dieburger Straße;49.876536;8.662064;30.0;;;;;;Interpoliert;159.9;-0.23;asphalt;secondary;Dieburger Straße
Routenpunkt (Way);T;Dieburger Straße;49.876618;8.662222;30.0;;;;;;Interpoliert;159.9;0.0;asphalt;secondary;Dieburger Straße
Routenpunkt (Way);T;Dieburger Straße;49.8767;8.66238;30.0;;;;;;Interpoliert;159.9;0.0;asphalt;secondary;Dieburger Straße
Routenpunkt (Way);T;Dieburger Straße;49.876782;8.662539;30.0;;;;;;Interpoliert;159.9;0.0;asphalt;secondary;Dieburger Straße
Routenpunkt (Way);T;;49.876849;8.662669;30.0;;;;;;Interpoliert (15m);159.9;0.0;asphalt;secondary;Dieburger Straße
Routenpunkt (Way);T;Dieburger Straße;49.876917;8.6628;30.0;;;;;;Original OSM;159.9;0.4;asphalt;secondary;Dieburger Straße
Routenpunkt (Way);T;;49.876975;8.662906;30.0;;;;;;Interpoliert (15m);159.9;0.83;asphalt;secondary;Dieburger Straße
Routenpunkt (Way);T;Dieburger Straße;49.877032;8.663012;30.0;;;;;;Interpoliert;160.1;1.12;asphalt;secondary;Dieburger Straße
Routenpunkt (Way);T;Dieburger Straße;49.877115;8.663162;30.0;;;;;;Original OSM;160.4;1.12;asphalt;secondary;Dieburger Straße
Routenpunkt (Way);T;Dieburger Straße;49.877192;8.66331;30.0;;;;;;Interpoliert;160.6;1.64;asphalt;secondary;Dieburger Straße
Haltestelle;W;Darmstadt Alice-Hospital;49.877192;8.66331;30.0;04:44:00;04:44:00;Kein Umlauf;Mo,Di,Mi,Do,Fr;446.0;Original GTFS (Snap-Distanz 4m) | Auf Route gesnappt (4m);160.8;1.76;asphalt;secondary;Dieburger Straße
Routenpunkt (Way);T;;49.877242;8.663383;30.0;;;;;;Interpoliert (15m);161.0;1.7;asphalt;secondary;Dieburger Straße
Routenpunkt (Way);T;Dieburger Straße;49.877292;8.663456;30.0;;;;;;Interpoliert;161.2;2.14;asphalt;secondary;Dieburger Straße
Routenpunkt (Way);T;;49.877353;8.663577;30.0;;;;;;Interpoliert (15m);161.4;2.92;asphalt;secondary;Dieburger Straße
Routenpunkt (Way);T;Alice-Hospital (Bussteig Richtung West);49.877414;8.663697;50;;;;;;Interpoliert;161.8;3.18;asphalt;secondary;Dieburger Straße
Routenpunkt (Way);T;;49.877456;8.663824;50;;;;;;Interpoliert (15m);162.2;2.93;asphalt;secondary;Dieburger Straße
Routenpunkt (Way);T;Dieburger Straße;49.877497;8.663952;30.0;;;;;;Original OSM;162.6;3.27;asphalt;secondary;Dieburger Straße
Routenpunkt (Way);T;Dieburger Straße;49.877564;8.664132;30.0;;;;;;Original OSM;162.8;3.25;asphalt;secondary;Dieburger Straße
Routenpunkt (Way);T;Dieburger Straße;49.877621;8.664308;30.0;;;;;;Interpoliert;163.3;3.17;asphalt;secondary;Dieburger Straße
Routenpunkt (Way);T;Dieburger Straße;49.877678;8.664483;30.0;;;;;;Original OSM;163.8;3.09;asphalt;secondary;Dieburger Straße
