Typ;Name;Latitude;Longitude;Tempolimit;Details;Type
Routenpunkt (Way);Unbekannt;50.0831591;8.6809099;;Original OSM;T
Routenpunkt (Way);Unbekannt;50.0831821;8.6808323;;Original OSM;T
Routenpunkt (Way);Unbekannt;50.0831907;8.6807546;;Original OSM;T
Routenpunkt (Way);Bertha-von-Suttner-Ring;50.0831724;8.6805737;50.0;Original OSM;T
Routenpunkt (Way);Unbekannt;50.0831724;8.6805737;;Original OSM;T
Routenpunkt (Way);Bertha-von-Suttner-Ring;50.083061;8.680468366666666;50.0;Interpoliert;T
Routenpunkt (Way);Bertha-von-Suttner-Ring;50.0829496;8.680363033333334;50.0;Interpoliert;T
Routenpunkt (Way);Bertha-von-Suttner-Ring;50.0828382;8.6802577;50.0;Original OSM;T
Routenpunkt (Way);Bischofsweg;50.0828382;8.6802577;30.0;Original OSM;T
Routenpunkt (Way);Bischofsweg;50.0828918;8.680149400000001;30.0;Interpoliert;T
Routenpunkt (Way);Bischofsweg;50.0829454;8.6800411;30.0;Original OSM;T
Routenpunkt (Way);Bischofsweg;50.08300705;8.67991525;30.0;Interpoliert;T
Haltestelle;Lerchesbergring;50.0830687;8.6797894;30.0;Original OSM;W
Routenpunkt (Way);Bischofsweg;50.08311065;8.67968675;30.0;Interpoliert;T
Routenpunkt (Way);Bischofsweg;50.0831526;8.6795841;30.0;Original OSM;T
Routenpunkt (Way);Bischofsweg;50.083194;8.67945935;30.0;Interpoliert;T
Routenpunkt (Way);Bischofsweg;50.0832354;8.6793346;30.0;Original OSM;T
Routenpunkt (Way);Bischofsweg;50.08326635;8.679155900000001;30.0;Interpoliert;T
Routenpunkt (Way);Bischofsweg;50.0832973;8.6789772;30.0;Original OSM;T
Routenpunkt (Way);Bischofsweg;50.0833169;8.6788339;30.0;Interpoliert;T
Routenpunkt (Way);Bischofsweg;50.0833365;8.6786906;30.0;Original OSM;T
Routenpunkt (Way);Bischofsweg;50.0833537;8.6785638;30.0;Original OSM;T
Routenpunkt (Way);Bischofsweg;50.083369600000005;8.678367266666665;30.0;Interpoliert;T
Routenpunkt (Way);Bischofsweg;50.0833855;8.678170733333333;30.0;Interpoliert;T
Routenpunkt (Way);Bischofsweg;50.0834014;8.6779742;30.0;Original OSM;T
Routenpunkt (Way);Bischofsweg;50.083424;8.677874249999999;30.0;Interpoliert;T
Routenpunkt (Way);Bischofsweg;50.0834466;8.6777743;30.0;Original OSM;T
Routenpunkt (Way);Bischofsweg;50.0834649;8.6776931;30.0;Original OSM;T
Routenpunkt (Way);Bischofsweg;50.0834649;8.6776931;30.0;Original OSM;T
Routenpunkt (Way);Bischofsweg;50.0835084;8.6775576;30.0;Interpoliert;T
Routenpunkt (Way);Bischofsweg;50.0835519;8.677422100000001;30.0;Interpoliert;T
Routenpunkt (Way);Bischofsweg;50.0835954;8.6772866;30.0;Original OSM;T
Routenpunkt (Way);Bischofsweg;50.0835954;8.6772866;30.0;Original OSM;T
