Typ;Type;Name;Latitude;Longitude;Tempolimit;Ankunft;Abfahrt;Block_ID;Betriebstage;Service_ID;Details;Altitude (m);Roadgrade (%);Surface;Highway_Type;OSM_Name;Fahrt_Nr;Bus_Umlauf_ID
Routenpunkt (Way);A;Rheinstraße (Ampel);49.872577;8.64906;30.0;;;;;;Original OSM;142.8;1.02;asphalt;residential;Grafenstraße;11;Kurs 49
Routenpunkt (Way);T;Rheinstraße;49.872603;8.649246;30.0;;;;;;Interpoliert;142.9;1.17;asphalt;busway;Rheinstraße;11;Kurs 49
Routenpunkt (Way);T;Rheinstraße;49.872628;8.649431;30.0;;;;;;Interpoliert;143.2;1.32;asphalt;busway;Rheinstraße;11;Kurs 49
Routenpunkt (Way);T;Rheinstraße;49.872654;8.649616;30.0;;;;;;Interpoliert;143.4;1.47;asphalt;busway;Rheinstraße;11;Kurs 49
Routenpunkt (Way);T;Rheinstraße;49.872679;8.649801;30.0;;;;;;Interpoliert;143.6;1.72;asphalt;busway;Rheinstraße;11;Kurs 49
Routenpunkt (Way);T;Rheinstraße;49.872705;8.649986;30.0;;;;;;Interpoliert;143.8;1.48;asphalt;busway;Rheinstraße;11;Kurs 49
Routenpunkt (Way);T;;49.872722;8.650125;30.0;;;;;;Interpoliert (15m);144.0;1.35;asphalt;busway;Rheinstraße;11;Kurs 49
Routenpunkt (Way);T;Rheinstraße;49.872739;8.650264;30.0;;;;;;Original OSM;144.1;1.22;asphalt;unclassified;Luisenplatz;11;Kurs 49
Routenpunkt (Way);T;;49.872736;8.650429;30.0;;;;;;Interpoliert (15m);144.2;1.09;paving_stones;unclassified;Luisenplatz;11;Kurs 49
Routenpunkt (Way);T;Luisenplatz;49.872733;8.650595;30.0;;;;;;Original OSM;144.3;0.88;paving_stones;unclassified;Luisenplatz;11;Kurs 49
Routenpunkt (Way);T;Luisenplatz;49.872713;8.650768;30.0;;;;;;Interpoliert;144.4;0.48;paving_stones;unclassified;Luisenplatz;11;Kurs 49
Routenpunkt (Way);T;Luisenplatz;49.872695;8.650914;30.0;;;;;;Original OSM;144.5;0.32;paving_stones;unclassified;Luisenplatz;11;Kurs 49
Routenpunkt (Way);T;;49.872702;8.651053;30.0;;;;;;Interpoliert (15m);144.4;0.15;paving_stones;unclassified;Luisenplatz;11;Kurs 49
Routenpunkt (Way);T;Luisenplatz;49.872709;8.651192;30.0;;;;;;Original OSM;144.4;-0.01;paving_stones;unclassified;Luisenplatz;11;Kurs 49
Haltestelle;W;Darmstadt Luisenplatz;49.872731;8.651316;30.0;13:32:00;13:32:00;Kein Umlauf;Mo,Di,Mi,Do,Fr;446.0;Original GTFS (Snap-Distanz 17m) | Auf Route gesnappt (17m);144.4;-0.2;paving_stones;unclassified;Luisenplatz;11;Kurs 49
Routenpunkt (Way);T;Luisenplatz;49.872734;8.651429;30.0;;;;;;Original OSM;144.4;0.17;paving_stones;unclassified;Luisenplatz;11;Kurs 49
Routenpunkt (Way);T;;49.872778;8.651579;30.0;;;;;;Interpoliert (15m);144.4;0.32;paving_stones;unclassified;Luisenplatz;11;Kurs 49
