Datum;Time_Global;Uhrzeit;Fahrt_Nr;Velocity_kmh;Road_Limit_kmh;Scenario_Limit_kmh;Velocity_ms;Acceleration;Distance_Global;Gradient_Percent;Latitude;Longitude;Type;Name;Surface;Highway_Type;Nearest_Stop;Soll_Ankunft;Soll_Abfahrt;Driving_State;Scenario;Limit_Factor
;0.0;10:50:00;1;0.0;50.0;45.0;0.0;0.0;0.0;0.86;49.85259;8.669733;W;Darmstadt Böllenfalltor;asphalt;service;Halt: Darmstadt Böllenfalltor;10:50:00;10:50:00;Stand;Umlauf_Li. R_MD_(Bau_Rheinstraßenbrücke)_220523_Bus_Kurs 8.csv;0.9
;1.0;10:50:01;1;0.0;50.0;45.0;0.0;0.0;0.0;0.86;49.85259;8.669733;W;Darmstadt Böllenfalltor;asphalt;service;Halt: Darmstadt Böllenfalltor;10:50:00;10:50:00;Stand;Umlauf_Li. R_MD_(Bau_Rheinstraßenbrücke)_220523_Bus_Kurs 8.csv;0.9
;2.0;10:50:02;1;0.0;50.0;45.0;0.0;0.0;0.0;0.86;49.85259;8.669733;W;Darmstadt Böllenfalltor;asphalt;service;Halt: Darmstadt Böllenfalltor;10:50:00;10:50:00;Stand;Umlauf_Li. R_MD_(Bau_Rheinstraßenbrücke)_220523_Bus_Kurs 8.csv;0.9
;3.0;10:50:03;1;0.0;50.0;45.0;0.0;0.0;0.0;0.86;49.85259;8.669733;W;Darmstadt Böllenfalltor;asphalt;service;Halt: Darmstadt Böllenfalltor;10:50:00;10:50:00;Stand;Umlauf_Li. R_MD_(Bau_Rheinstraßenbrücke)_220523_Bus_Kurs 8.csv;0.9
;4.0;10:50:04;1;0.0;50.0;45.0;0.0;0.0;0.0;0.86;49.85259;8.669733;W;Darmstadt Böllenfalltor;asphalt;service;Halt: Darmstadt Böllenfalltor;10:50:00;10:50:00;Stand;Umlauf_Li. R_MD_(Bau_Rheinstraßenbrücke)_220523_Bus_Kurs 8.csv;0.9
;5.0;10:50:05;1;0.0;50.0;45.0;0.0;0.0;0.0;0.86;49.85259;8.669733;W;Darmstadt Böllenfalltor;asphalt;service;Halt: Darmstadt Böllenfalltor;10:50:00;10:50:00;Stand;Umlauf_Li. R_MD_(Bau_Rheinstraßenbrücke)_220523_Bus_Kurs 8.csv;0.9
;6.0;10:50:06;1;0.0;50.0;45.0;0.0;0.0;0.0;0.86;49.85259;8.669733;W;Darmstadt Böllenfalltor;asphalt;service;Halt: Darmstadt Böllenfalltor;10:50:00;10:50:00;Stand;Umlauf_Li. R_MD_(Bau_Rheinstraßenbrücke)_220523_Bus_Kurs 8.csv;0.9
;7.0;10:50:07;1;0.0;50.0;45.0;0.0;0.0;0.0;0.86;49.85259;8.669733;W;Darmstadt Böllenfalltor;asphalt;service;Halt: Darmstadt Böllenfalltor;10:50:00;10:50:00;Stand;Umlauf_Li. R_MD_(Bau_Rheinstraßenbrücke)_220523_Bus_Kurs 8.csv;0.9
;8.0;10:50:08;1;0.0;50.0;45.0;0.0;0.0;0.0;0.86;49.85259;8.669733;W;Darmstadt Böllenfalltor;asphalt;service;Halt: Darmstadt Böllenfalltor;10:50:00;10:50:00;Stand;Umlauf_Li. R_MD_(Bau_Rheinstraßenbrücke)_220523_Bus_Kurs 8.csv;0.9
;9.0;10:50:09;1;0.0;50.0;45.0;0.0;0.0;0.0;0.86;49.85259;8.669733;W;Darmstadt Böllenfalltor;asphalt;service;Halt: Darmstadt Böllenfalltor;10:50:00;10:50:00;Stand;Umlauf_Li. R_MD_(Bau_Rheinstraßenbrücke)_220523_Bus_Kurs 8.csv;0.9
;10.0;10:50:10;1;0.0;50.0;45.0;0.0;0.0;0.0;0.86;49.85259;8.669733;W;Darmstadt Böllenfalltor;asphalt;service;Halt: Darmstadt Böllenfalltor;10:50:00;10:50:00;Stand;Umlauf_Li. R_MD_(Bau_Rheinstraßenbrücke)_220523_Bus_Kurs 8.csv;0.9
;11.0;10:50:11;1;0.0;50.0;45.0;0.0;0.0;0.0;0.86;49.85259;8.669733;W;Darmstadt Böllenfalltor;asphalt;service;Halt: Darmstadt Böllenfalltor;10:50:00;10:50:00;Stand;Umlauf_Li. R_MD_(Bau_Rheinstraßenbrücke)_220523_Bus_Kurs 8.csv;0.9
;12.0;10:50:12;1;0.0;50.0;45.0;0.0;0.0;0.0;0.86;49.85259;8.669733;W;Darmstadt Böllenfalltor;asphalt;service;Halt: Darmstadt Böllenfalltor;10:50:00;10:50:00;Stand;Umlauf_Li. R_MD_(Bau_Rheinstraßenbrücke)_220523_Bus_Kurs 8.csv;0.9
;13.0;10:50:13;1;0.0;50.0;45.0;0.0;0.0;0.0;0.86;49.85259;8.669733;W;Darmstadt Böllenfalltor;asphalt;service;Halt: Darmstadt Böllenfalltor;10:50:00;10:50:00;Stand;Umlauf_Li. R_MD_(Bau_Rheinstraßenbrücke)_220523_Bus_Kurs 8.csv;0.9
;14.0;10:50:14;1;0.0;50.0;45.0;0.0;0.0;0.0;0.86;49.85259;8.669733;W;Darmstadt Böllenfalltor;asphalt;service;Halt: Darmstadt Böllenfalltor;10:50:00;10:50:00;Stand;Umlauf_Li. R_MD_(Bau_Rheinstraßenbrücke)_220523_Bus_Kurs 8.csv;0.9
;15.0;10:50:15;1;0.0;50.0;45.0;0.0;0.0;0.0;0.86;49.85259;8.669733;W;Darmstadt Böllenfalltor;asphalt;service;Halt: Darmstadt Böllenfalltor;10:50:00;10:50:00;Stand;Umlauf_Li. R_MD_(Bau_Rheinstraßenbrücke)_220523_Bus_Kurs 8.csv;0.9
;16.0;10:50:16;1;0.0;50.0;45.0;0.0;0.0;0.0;0.86;49.85259;8.669733;W;Darmstadt Böllenfalltor;asphalt;service;Halt: Darmstadt Böllenfalltor;10:50:00;10:50:00;Stand;Umlauf_Li. R_MD_(Bau_Rheinstraßenbrücke)_220523_Bus_Kurs 8.csv;0.9
;17.0;10:50:17;1;0.0;50.0;45.0;0.0;0.0;0.0;0.86;49.85259;8.669733;W;Darmstadt Böllenfalltor;asphalt;service;Halt: Darmstadt Böllenfalltor;10:50:00;10:50:00;Stand;Umlauf_Li. R_MD_(Bau_Rheinstraßenbrücke)_220523_Bus_Kurs 8.csv;0.9
