Datum;Time_Global;Uhrzeit;Fahrt_Nr;Velocity_kmh;Road_Limit_kmh;Scenario_Limit_kmh;Velocity_ms;Acceleration;Distance_Global;Gradient_Percent;Latitude;Longitude;Type;Name;Surface;Highway_Type;Nearest_Stop;Soll_Ankunft;Soll_Abfahrt;Driving_State;Scenario;Limit_Factor
;0.0;05:42:00;1;0.0;50.0;45.0;0.0;0.0;0.0;-6.31;49.891798;8.65338;W;Darmstadt Nordbahnhof;asphalt;service;Halt: Darmstadt Nordbahnhof;05:42:00;05:42:00;Stand;Umlauf_Li. R_MD_(Bau_Rheinstraßenbrücke)_220523_Bus_Kurs 2.csv;0.9
;1.0;05:42:01;1;0.0;50.0;45.0;0.0;0.0;0.0;-6.31;49.891798;8.65338;W;Darmstadt Nordbahnhof;asphalt;service;Halt: Darmstadt Nordbahnhof;05:42:00;05:42:00;Stand;Umlauf_Li. R_MD_(Bau_Rheinstraßenbrücke)_220523_Bus_Kurs 2.csv;0.9
;2.0;05:42:02;1;0.0;50.0;45.0;0.0;0.0;0.0;-6.31;49.891798;8.65338;W;Darmstadt Nordbahnhof;asphalt;service;Halt: Darmstadt Nordbahnhof;05:42:00;05:42:00;Stand;Umlauf_Li. R_MD_(Bau_Rheinstraßenbrücke)_220523_Bus_Kurs 2.csv;0.9
;3.0;05:42:03;1;0.0;50.0;45.0;0.0;0.0;0.0;-6.31;49.891798;8.65338;W;Darmstadt Nordbahnhof;asphalt;service;Halt: Darmstadt Nordbahnhof;05:42:00;05:42:00;Stand;Umlauf_Li. R_MD_(Bau_Rheinstraßenbrücke)_220523_Bus_Kurs 2.csv;0.9
;4.0;05:42:04;1;0.0;50.0;45.0;0.0;0.0;0.0;-6.31;49.891798;8.65338;W;Darmstadt Nordbahnhof;asphalt;service;Halt: Darmstadt Nordbahnhof;05:42:00;05:42:00;Stand;Umlauf_Li. R_MD_(Bau_Rheinstraßenbrücke)_220523_Bus_Kurs 2.csv;0.9
;5.0;05:42:05;1;0.0;50.0;45.0;0.0;0.0;0.0;-6.31;49.891798;8.65338;W;Darmstadt Nordbahnhof;asphalt;service;Halt: Darmstadt Nordbahnhof;05:42:00;05:42:00;Stand;Umlauf_Li. R_MD_(Bau_Rheinstraßenbrücke)_220523_Bus_Kurs 2.csv;0.9
;6.0;05:42:06;1;0.0;50.0;45.0;0.0;0.0;0.0;-6.31;49.891798;8.65338;W;Darmstadt Nordbahnhof;asphalt;service;Halt: Darmstadt Nordbahnhof;05:42:00;05:42:00;Stand;Umlauf_Li. R_MD_(Bau_Rheinstraßenbrücke)_220523_Bus_Kurs 2.csv;0.9
;7.0;05:42:07;1;0.0;50.0;45.0;0.0;0.0;0.0;-6.31;49.891798;8.65338;W;Darmstadt Nordbahnhof;asphalt;service;Halt: Darmstadt Nordbahnhof;05:42:00;05:42:00;Stand;Umlauf_Li. R_MD_(Bau_Rheinstraßenbrücke)_220523_Bus_Kurs 2.csv;0.9
;8.0;05:42:08;1;0.0;50.0;45.0;0.0;0.0;0.0;-6.31;49.891798;8.65338;W;Darmstadt Nordbahnhof;asphalt;service;Halt: Darmstadt Nordbahnhof;05:42:00;05:42:00;Stand;Umlauf_Li. R_MD_(Bau_Rheinstraßenbrücke)_220523_Bus_Kurs 2.csv;0.9
;9.0;05:42:09;1;0.0;50.0;45.0;0.0;0.0;0.0;-6.31;49.891798;8.65338;W;Darmstadt Nordbahnhof;asphalt;service;Halt: Darmstadt Nordbahnhof;05:42:00;05:42:00;Stand;Umlauf_Li. R_MD_(Bau_Rheinstraßenbrücke)_220523_Bus_Kurs 2.csv;0.9
;10.0;05:42:10;1;0.0;50.0;45.0;0.0;0.0;0.0;-6.31;49.891798;8.65338;W;Darmstadt Nordbahnhof;asphalt;service;Halt: Darmstadt Nordbahnhof;05:42:00;05:42:00;Stand;Umlauf_Li. R_MD_(Bau_Rheinstraßenbrücke)_220523_Bus_Kurs 2.csv;0.9
;11.0;05:42:11;1;0.0;50.0;45.0;0.0;0.0;0.0;-6.31;49.891798;8.65338;W;Darmstadt Nordbahnhof;asphalt;service;Halt: Darmstadt Nordbahnhof;05:42:00;05:42:00;Stand;Umlauf_Li. R_MD_(Bau_Rheinstraßenbrücke)_220523_Bus_Kurs 2.csv;0.9
;12.0;05:42:12;1;0.0;50.0;45.0;0.0;0.0;0.0;-6.31;49.891798;8.65338;W;Darmstadt Nordbahnhof;asphalt;service;Halt: Darmstadt Nordbahnhof;05:42:00;05:42:00;Stand;Umlauf_Li. R_MD_(Bau_Rheinstraßenbrücke)_220523_Bus_Kurs 2.csv;0.9
;13.0;05:42:13;1;0.0;50.0;45.0;0.0;0.0;0.0;-6.31;49.891798;8.65338;W;Darmstadt Nordbahnhof;asphalt;service;Halt: Darmstadt Nordbahnhof;05:42:00;05:42:00;Stand;Umlauf_Li. R_MD_(Bau_Rheinstraßenbrücke)_220523_Bus_Kurs 2.csv;0.9
;14.0;05:42:14;1;0.0;50.0;45.0;0.0;0.0;0.0;-6.31;49.891798;8.65338;W;Darmstadt Nordbahnhof;asphalt;service;Halt: Darmstadt Nordbahnhof;05:42:00;05:42:00;Stand;Umlauf_Li. R_MD_(Bau_Rheinstraßenbrücke)_220523_Bus_Kurs 2.csv;0.9
;15.0;05:42:15;1;0.0;50.0;45.0;0.0;0.0;0.0;-6.31;49.891798;8.65338;W;Darmstadt Nordbahnhof;asphalt;service;Halt: Darmstadt Nordbahnhof;05:42:00;05:42:00;Stand;Umlauf_Li. R_MD_(Bau_Rheinstraßenbrücke)_220523_Bus_Kurs 2.csv;0.9
;16.0;05:42:16;1;0.0;50.0;45.0;0.0;0.0;0.0;-6.31;49.891798;8.65338;W;Darmstadt Nordbahnhof;asphalt;service;Halt: Darmstadt Nordbahnhof;05:42:00;05:42:00;Stand;Umlauf_Li. R_MD_(Bau_Rheinstraßenbrücke)_220523_Bus_Kurs 2.csv;0.9
;17.0;05:42:17;1;0.0;50.0;45.0;0.0;0.0;0.0;-6.31;49.891798;8.65338;W;Darmstadt Nordbahnhof;asphalt;service;Halt: Darmstadt Nordbahnhof;05:42:00;05:42:00;Stand;Umlauf_Li. R_MD_(Bau_Rheinstraßenbrücke)_220523_Bus_Kurs 2.csv;0.9
;18.0;05:42:18;1;0.0;50.0;45.0;0.0;0.0;0.0;-6.31;49.891798;8.65338;W;Darmstadt Nordbahnhof;asphalt;service;Halt: Darmstadt Nordbahnhof;05:42:00;05:42:00;Stand;Umlauf_Li. R_MD_(Bau_Rheinstraßenbrücke)_220523_Bus_Kurs 2.csv;0.9
;19.0;05:42:19;1;0.0;50.0;45.0;0.0;0.0;0.0;-6.31;49.891798;8.65338;W;Darmstadt Nordbahnhof;asphalt;service;Halt: Darmstadt Nordbahnhof;05:42:00;05:42:00;Stand;Umlauf_Li. R_MD_(Bau_Rheinstraßenbrücke)_220523_Bus_Kurs 2.csv;0.9
;20.0;05:42:20;1;0.0;50.0;45.0;0.0;0.0;0.0;-6.31;49.891798;8.65338;W;Darmstadt Nordbahnhof;asphalt;service;Halt: Darmstadt Nordbahnhof;05:42:00;05:42:00;Stand;Umlauf_Li. R_MD_(Bau_Rheinstraßenbrücke)_220523_Bus_Kurs 2.csv;0.9
;21.0;05:42:21;1;0.0;50.0;45.0;0.0;0.0;0.0;-6.31;49.891798;8.65338;W;Darmstadt Nordbahnhof;asphalt;service;Halt: Darmstadt Nordbahnhof;05:42:00;05:42:00;Stand;Umlauf_Li. R_MD_(Bau_Rheinstraßenbrücke)_220523_Bus_Kurs 2.csv;0.9
;22.0;05:42:22;1;0.0;50.0;45.0;0.0;0.6;0.0;-6.31;49.891798;8.65338;W;Darmstadt Nordbahnhof;asphalt;service;Halt: Darmstadt Nordbahnhof;05:42:00;05:42:00;Stand;Umlauf_Li. R_MD_(Bau_Rheinstraßenbrücke)_220523_Bus_Kurs 2.csv;0.9
;23.0;05:42:23;1;4.32;50.0;45.0;1.2;1.2;2.084;-6.408;49.891799;8.653351;W;Darmstadt Nordbahnhof;asphalt;service;Halt: Darmstadt Nordbahnhof;05:42:00;05:42:00;Acc;Umlauf_Li. R_MD_(Bau_Rheinstraßenbrücke)_220523_Bus_Kurs 2.csv;0.9
;24.0;05:42:24;1;8.64;50.0;45.0;2.4;1.2;4.168;-6.506;49.891799;8.653322;W;Darmstadt Nordbahnhof;asphalt;service;Halt: Darmstadt Nordbahnhof;05:42:00;05:42:00;Acc;Umlauf_Li. R_MD_(Bau_Rheinstraßenbrücke)_220523_Bus_Kurs 2.csv;0.9
