Datum;Time_Global;Uhrzeit;Fahrt_Nr;Velocity_kmh;Road_Limit_kmh;Scenario_Limit_kmh;Velocity_ms;Acceleration;Distance_Global;Gradient_Percent;Latitude;Longitude;Type;Name;Surface;Highway_Type;Nearest_Stop;Soll_Ankunft;Soll_Abfahrt;Driving_State;Scenario;Limit_Factor
;0.0;06:10:00;1;0.0;50.0;45.0;0.0;0.0;0.0;0.86;49.85259;8.669733;W;Darmstadt Böllenfalltor;asphalt;service;Halt: Darmstadt Böllenfalltor;06:10:00;06:10:00;Stand;Umlauf_Li. R_MD_(Bau_Rheinstraßenbrücke)_220523_Bus_Kurs 6.csv;0.9
;1.0;06:10:01;1;0.0;50.0;45.0;0.0;0.0;0.0;0.86;49.85259;8.669733;W;Darmstadt Böllenfalltor;asphalt;service;Halt: Darmstadt Böllenfalltor;06:10:00;06:10:00;Stand;Umlauf_Li. R_MD_(Bau_Rheinstraßenbrücke)_220523_Bus_Kurs 6.csv;0.9
;2.0;06:10:02;1;0.0;50.0;45.0;0.0;0.0;0.0;0.86;49.85259;8.669733;W;Darmstadt Böllenfalltor;asphalt;service;Halt: Darmstadt Böllenfalltor;06:10:00;06:10:00;Stand;Umlauf_Li. R_MD_(Bau_Rheinstraßenbrücke)_220523_Bus_Kurs 6.csv;0.9
;3.0;06:10:03;1;0.0;50.0;45.0;0.0;0.0;0.0;0.86;49.85259;8.669733;W;Darmstadt Böllenfalltor;asphalt;service;Halt: Darmstadt Böllenfalltor;06:10:00;06:10:00;Stand;Umlauf_Li. R_MD_(Bau_Rheinstraßenbrücke)_220523_Bus_Kurs 6.csv;0.9
;4.0;06:10:04;1;0.0;50.0;45.0;0.0;0.0;0.0;0.86;49.85259;8.669733;W;Darmstadt Böllenfalltor;asphalt;service;Halt: Darmstadt Böllenfalltor;06:10:00;06:10:00;Stand;Umlauf_Li. R_MD_(Bau_Rheinstraßenbrücke)_220523_Bus_Kurs 6.csv;0.9
;5.0;06:10:05;1;0.0;50.0;45.0;0.0;0.0;0.0;0.86;49.85259;8.669733;W;Darmstadt Böllenfalltor;asphalt;service;Halt: Darmstadt Böllenfalltor;06:10:00;06:10:00;Stand;Umlauf_Li. R_MD_(Bau_Rheinstraßenbrücke)_220523_Bus_Kurs 6.csv;0.9
;6.0;06:10:06;1;0.0;50.0;45.0;0.0;0.0;0.0;0.86;49.85259;8.669733;W;Darmstadt Böllenfalltor;asphalt;service;Halt: Darmstadt Böllenfalltor;06:10:00;06:10:00;Stand;Umlauf_Li. R_MD_(Bau_Rheinstraßenbrücke)_220523_Bus_Kurs 6.csv;0.9
;7.0;06:10:07;1;0.0;50.0;45.0;0.0;0.0;0.0;0.86;49.85259;8.669733;W;Darmstadt Böllenfalltor;asphalt;service;Halt: Darmstadt Böllenfalltor;06:10:00;06:10:00;Stand;Umlauf_Li. R_MD_(Bau_Rheinstraßenbrücke)_220523_Bus_Kurs 6.csv;0.9
;8.0;06:10:08;1;0.0;50.0;45.0;0.0;0.0;0.0;0.86;49.85259;8.669733;W;Darmstadt Böllenfalltor;asphalt;service;Halt: Darmstadt Böllenfalltor;06:10:00;06:10:00;Stand;Umlauf_Li. R_MD_(Bau_Rheinstraßenbrücke)_220523_Bus_Kurs 6.csv;0.9
;9.0;06:10:09;1;0.0;50.0;45.0;0.0;0.0;0.0;0.86;49.85259;8.669733;W;Darmstadt Böllenfalltor;asphalt;service;Halt: Darmstadt Böllenfalltor;06:10:00;06:10:00;Stand;Umlauf_Li. R_MD_(Bau_Rheinstraßenbrücke)_220523_Bus_Kurs 6.csv;0.9
;10.0;06:10:10;1;0.0;50.0;45.0;0.0;0.0;0.0;0.86;49.85259;8.669733;W;Darmstadt Böllenfalltor;asphalt;service;Halt: Darmstadt Böllenfalltor;06:10:00;06:10:00;Stand;Umlauf_Li. R_MD_(Bau_Rheinstraßenbrücke)_220523_Bus_Kurs 6.csv;0.9
;11.0;06:10:11;1;0.0;50.0;45.0;0.0;0.0;0.0;0.86;49.85259;8.669733;W;Darmstadt Böllenfalltor;asphalt;service;Halt: Darmstadt Böllenfalltor;06:10:00;06:10:00;Stand;Umlauf_Li. R_MD_(Bau_Rheinstraßenbrücke)_220523_Bus_Kurs 6.csv;0.9
