Geschwindigkeit (km/h);Physikalisches Maximum (Leer, unlimitiert) (m/s²);Physikalisches Maximum (Voll, unlimitiert) (m/s²);Durchschnittliche Auslastung (37%) & 80 % Volllast (m/s²);Nachtverkehr (10%) & 80 % Volllast (m/s²);Hauptverkehrszeit (100%) & 80 % Volllast (m/s²)
37,6;1,8742150240961757;1,2938960135962083;1,2;1,2;1,0351168108769666
37,7;1,8694780616169038;1,2905695225310232;1,2;1,2;1,0324556180248186
37,800000000000004;1,864740901105626;1,287242892399569;1,2;1,2;1,0297943139196553
37,9;1,8593084607716102;1,2834280080063887;1,2;1,2;1,026742406405111
38,0;1,8538479974777702;1,2795934447312491;1,2;1,2;1,0236747557849994
38,1;1,8483873361519236;1,27575874238984;1,2;1,2;1,020606993911872
38,2;1,842926476794071;1,2719239009821615;1,2;1,2;1,0175391207857292
38,300000000000004;1,8374654194042117;1,2680889205082138;1,2;1,2;1,014471136406571
38,400000000000006;1,8320041639823463;1,2642538009679969;1,2;1,2;1,0114030407743975
38,5;1,8265297955141677;1,26040947290405;1,2;1,2;1,0083275783232402
38,6;1,821000409487081;1,2565265092336495;1,2;1,2;1,0052212073869196
38,7;1,815470825427988;1,2526434064969794;1,2;1,2;1,0021147251975835
38,800000000000004;1,8099410433368885;1,24876016469404;1,2;1,2;0,9990081317552321
38,900000000000006;1,8044110632137829;1,2448767838248316;1,2;1,2;0,9959014270598653
39,0;1,7988808850586702;1,2409932638893533;1,2;1,2;0,9927946111114827
39,1;1,7933505088715516;1,2371096048876062;1,2;1,2;0,989687683910085
39,2;1,7880444509368076;1,2333834714448109;1,2;1,2;0,9867067771558488
39,300000000000004;1,7830484546805871;1,2298750761428132;1,2;1,2;0,9839000609142506
39,400000000000006;1,7780522603923599;1,2263665417745462;1,2;1,2;0,981093233419637
39,5;1,7730558680721273;1,2228578683400104;1,2;1,2;0,9782862946720083
39,6;1,7680592777198865;1,219349055839204;1,2;1,2;0,9754792446713632
39,7;1,7630624893356401;1,215840104272129;1,2;1,2;0,9726720834177032
39,800000000000004;1,758065502919387;1,2123310136387844;1,2;1,2;0,9698648109110275
39,900000000000006;1,7539049806918736;1,2094093227710838;1,2;1,2;0,9675274582168671
40,0;1,75019676657565;1,2068052613753293;1,2;1,2;0,9654442091002635
40,1;1,7464883544274206;1,2042010609133051;1,1996098683226697;1,2;0,9633608487306442
40,2;1,7427797442471844;1,2015967213850118;1,1970453180135048;1,2;0,9612773771080095
40,300000000000004;1,7390709360349428;1,1989922427904496;1,1944806307627318;1,2;0,9591937942323597
40,400000000000006;1,7353619297906935;1,1963876251296175;1,1919158065703501;1,2;0,957110100103694
40,5;1,7316527255144387;1,1937828684025165;1,1893508454363604;1,2;0,9550262947220132
40,6;1,7267363295451665;1,1903303717158187;1,1859510961528776;1,2;0,9522642973726549
40,7;1,7216522640025282;1,1867601305166524;1,182435401263005;1,2;0,949408104413322
40,800000000000004;1,7165680004278818;1,1831897502512152;1,178919569431522;1,2;0,9465518002009722
40,900000000000006;1,71148353882123;1,1796192309195097;1,1754036006584319;1,2;0,9436953847356078
41,0;1,706398879182572;1,1760485725215346;1,1718874949437328;1,2;0,9408388580172278
41,1;1,701314021511907;1,1724777750572901;1,1683712522874254;1,2;0,9379822200458321
41,2;1,6963268502737854;1,1689755770481747;1,1649225610206153;1,2;0,9351804616385397
41,300000000000004;1,6921537067202055;1,1660450229630488;1,1620367800756253;1,2;0,9328360183704391
41,400000000000006;1,6879803651346188;1,163114329811653;1,1591508621890263;1,2;0,9304914638493225
41,5;1,683806825517026;1,1601834975939884;1,156264807360819;1,2;0,9281467980751907
41,6;1,6796330878674264;1,157252526310054;1,1533786155910029;1,2;0,9258020210480432
41,7;1,6754591521858209;1,1543214159598507;1,1504922868795788;1,2;0,9234571327678807
41,800000000000004;1,6712850184722083;1,1513901665433774;1,1476058212265456;1,2;0,921112133234702
41,900000000000006;1,6674334089471332;1,148685406957924;1,1449423850824743;1,2;0,9189483255663392
42,0;1,6642179979119462;1,1464274122775246;1,142718888148683;1,2;0,9171419298220198
42,1;1,661002388844752;1,1441692785308555;1,1404952542732834;1,2;0,9153354228246844
42,2;1,6577865817455526;1,1419110057179176;1,1382714834562757;1,2;0,9135288045743342
42,300000000000004;1,6545705766143457;1,1396525938387096;1,1360475756976591;1,2;0,9117220750709678
42,400000000000006;1,6513543734511331;1,137394042893233;1,133823530997434;1,2;0,9099152343145864
42,5;1,6481379722559135;1,1351353528814867;1,1315993493556007;1,2;0,9081082823051894
42,6;1,644571761185273;1,132631011900328;1,1291332698111671;1,2;0,9061048095202624
42,7;1,6407368811841847;1,1299380004788742;1,1264814023421053;1,2;0,9039504003830994
42,800000000000004;1,63690180315109;1,1272448499911512;1,1238293979314347;1,2;0,901795879992921
42,900000000000006;1,6330665270859894;1,1245515604371588;1,1211772565791558;1,2;0,899641248349727
43,0;1,6292310529888818;1,121858131816897;1,1185249782852684;1,2;0,8974865054535176
43,1;1,6253953808597685;1,119164564130366;1,1158725630497728;1,2;0,8953316513042928
43,2;1,621559510698648;1,1164708573775655;1,113220010872668;1,2;0,8931766859020525
43,300000000000004;1,61857596864547;1,114375690690911;1,1111568542390429;1,2;0,8915005525527289
43,400000000000006;1,6158123313891377;1,112434950252111;1,1092457645219524;1,2;0,8899479602016888
43,5;1,6130484961007996;1,1104940707470417;1,1073345378632538;1,2;0,8883952565976334
43,6;1,610284462780454;1,1085530521757025;1,1054231742629461;1,2;0,886842441740562
43,7;1,607520231428103;1,1066118945380945;1,1035116737210307;1,2;0,8852895156304756
43,800000000000004;1,6047558020437447;1,1046705978342168;1,101600036237506;1,2;0,8837364782673736
43,900000000000006;1,6019614862064884;1,1027083136264333;1,0996677318981256;1,2;0,8821666509011467
44,0;1,5979576794094779;1,0998966748188084;1,0968990494375563;1,2;0,8799173398550467
44,1;1,5939536745804614;1,0970848969449147;1,0941302300353788;1,2;0,8776679175559319
44,2;1,5899494717194376;1,0942729800047508;1,0913612736915919;1,2;0,8754183840038007
44,300000000000004;1,5859450708264082;1,0914609239983184;1,0885921804061973;1,2;0,8731687391986548
44,400000000000006;1,5819404719013717;1,088648728925616;1,0858229501791936;1,2;0,8709189831404928
44,5;1,5779356749443296;1,085836394786645;1,0830535830105819;1,2;0,868669115829316
44,6;1,57380196996751;1,0829335361020611;1,08019507433453;1,2;0,8663468288816489
44,7;1,5692882896823226;1,0797638430328251;1,0770738079818312;1,2;0,8638110744262602
44,800000000000004;1,5647744113651278;1,076594010897319;1,0739524046875226;1,1984677364979333;0,8612752087178553
44,900000000000006;1,560260335015927;1,073424039695544;1,070830864451606;1,1950033686961017;0,8587392317564352
45,0;1,5557460606347195;1,0702539294274998;1,0677091872740812;1,191538848912856;0,8562031435419999
45,1;1,5512315882215062;1,0670836800931862;1,0645873731549482;1,1880741771481966;0,853666944074549
45,2;1,5467169177762865;1,0639132916926035;1,0614654220942064;1,1846093534021234;0,8511306333540829
45,300000000000004;1,5428691809933022;1,0612112517068977;1,0588046639997122;1,1816563737912993;0,8489690013655182
45,400000000000006;1,539737388104986;1,0590119771492923;1,056638990059978;1,1792528516518903;0,8472095817194338
45,5;1,5366053971846647;1,056812563525418;1,0544731791786357;1,1768491775310677;0,8454500508203344
45,6;1,5334732082323357;1,054613010835274;1,0523072313556845;1,1744453514288304;0,8436904086682193
45,7;1,5303408212480007;1,052413319078861;1,0501411465911248;1,1720413733451795;0,8419306552630887
45,800000000000004;1,5272082362316588;1,050213488256178;1,0479749248849564;1,169637243280114;0,8401707906049425
45,900000000000006;1,5240754531833114;1,0480135183672263;1,04580856623718;1,1672329612336352;0,8384108146937811
46,0;1,520677419817714;1,0456272787296268;1,0434587836785452;1,1646251104861818;0,8365018229837015
46,1;1,5171716864106886;1,0431654076663828;1,0410345251946664;1,1619346043897898;0,8345323261331062
46,2;1,5136657549716568;1,0407033975368696;1,0386101297691792;1,1592439463119837;0,8325627180294957
46,300000000000004;1,510159625500618;1,0382412483410866;1,036185597402083;1,1565531362527632;0,8305929986728693
46,400000000000006;1,5066532979975729;1,0357789600790346;1,0337609280933788;1,1538621742121287;0,8286231680632277
46,5;1,5031467724625218;1,0333165327507132;1,0313361218430661;1,1511710601900802;0,8266532262005706
46,6;1,4996400488954642;1,0308539663561227;1,0289111786511451;1,1484797941866178;0,8246831730848982
46,7;1,4957278881541252;1,028106685201041;1,0262058705839423;1,145477371839401;0,8224853481608329
46,800000000000004;1,4917899414527431;1,0253412960778119;1,0234827312029624;1,1424551598291828;0,8202730368622495
46,900000000000006;1,4878517967193543;1,022575767888313;1,0207594548803738;1,1394327958375503;0,8180606143106504
47,0;1,4839134539539593;1,0198101006325453;1,018036041616177;1,1364102798645042;0,8158480805060363
47,1;1,4799749131565576;1,0170442943105078;1,0153124914103713;1,1333876119100432;0,8136354354484063
47,2;1,47603617432715;1,0142783489222014;1,0125888042629576;1,1303647919741688;0,8114226791377611
47,300000000000004;1,472101545994249;1,0115152900946316;1,0098679595752729;1,1273451266751784;0,8092122320757054
47,400000000000006;1,468187789902207;1,0087668886182717;1,007161548303112;1,1243414799619604;0,8070135108946174
47,5;1,4642738357781582;1,0060183480756422;1,004455000089342;1,1213376812673277;0,8048146784605138
47,6;1,4603596836221033;1,0032696684667437;1,001748314933964;1,118333730591282;0,802615734773395
47,7;1,4564453334340415;1,0005208497915754;0,9990414928369775;1,1153296279338212;0,8004166798332604
47,800000000000004;1,4525307852139735;0,997771892050138;0,9963345337983824;1,1123253732949465;0,7982175136401105
47,900000000000006;1,4486160389618992;0,9950227952424312;0,993627437818179;1,1093209666746582;0,796018236193945
48,0;1,4437683951335172;0,9916185791539829;0,9902752314997443;1,1056005995619558;0,7932948633231863
48,1;1,4375152507445317;0,987227362413235;0,9859511039703842;1,1008015686183963;0,7897818899305881
48,2;1,4312619083235398;0,982836006606218;0,9816268394994156;1,096002385693423;0,7862688052849744
48,300000000000004;1,4250083678705414;0,9784445117329311;0,977302438086838;1,0912030507870352;0,7827556093863449
48,400000000000006;1,4187546293855373;0,9740528777933757;0,9729778997326529;1,086403563899234;0,7792423022347006
48,5;1,4125006928685266;0,9696611047875509;0,9686532244368591;1,0816039250300187;0,7757288838300407
48,6;1,4062465583195094;0,9652691927154565;0,9643284121994568;1,0768041341793892;0,7722153541723653
48,7;1,3992929317220009;0,960386068382413;0,9595198924646265;1,0714675119721393;0,7683088547059305
48,800000000000004;1,3919250378730748;0,955212028443331;0,9544249017457709;1,0658129567003722;0,7641696227546648
48,900000000000006;1,3845569459921427;0,9500378494379799;0,9493297740853072;1,0601582494471915;0,7600302795503839
49,0;1,3771886560792048;0,9448635313663598;0,9442345094832352;1,0545033902125973;0,7558908250930879
49,1;1,3698201681342592;0,9396890742284696;0,9391391079395538;1,0488483789965881;0,7517512593827758
49,2;1,3624514821573082;0,9345144780243106;0,9340435694542647;1,0431932157991652;0,7476115824194486
49,300000000000004;1,3550825981483496;0,9293397427538818;0,9289478940273667;1,0375379006203278;0,7434717942031055
49,400000000000006;1,3489951577393404;0,9250648902045895;0,9247383528719916;1,0328660406611418;0,7400519121636716
49,5;1,343120934304702;0,9209397674374717;0,9206762539202903;1,0283578159539262;0,7367518139499775
49,6;1,337246512838056;0,9168145056040842;0,9166140180269802;1,0238494392652953;0,7334516044832674
49,7;1,3313718933394036;0,9126891047044272;0,9125516451920614;1,019340910595251;0,7301512837635418
49,800000000000004;1,3254970758087457;0,9085635647385012;0,9084891354155347;1,0148322299437926;0,726850851790801
49,900000000000006;1,3196220602460806;0,9044378857063055;0,904426488697399;1,0103233973109196;0,7235503085650444
50,0;1,3137196449757045;0,900292965465574;0,9003448947387969;1,0057935365301311;0,7202343723724592
50,1;1,3075294511017035;0,8959459551812973;0,8960642982776319;1,0010428175158241;0,7167567641450379
50,2;1,3013390591956966;0,8915988058307514;0,8917835648748588;0,996291946520103;0,7132790446646011
50,300000000000004;1,2951484692576818;0,8872515174139352;0,8875026945304763;0,9915409235429667;0,7098012139311481
50,400000000000006;1,2889576812876617;0,8829040899308505;0,883221687244486;0,9867897485844174;0,7063232719446804
50,5;1,2827666952856358;0,8785565233814966;0,8789405430168875;0,982038421644454;0,7028452187051973
50,6;1,2765755112516035;0,8742088177658736;0,8746592618476807;0,977286942723077;0,6993670542126988
50,7;1,2706090391203675;0,8700189141468176;0,8705333717688778;0,9727079209381135;0,6960151313174542
50,800000000000004;1,2651301564358493;0,866171416013362;0,8667446558889131;0,9685031039846703;0,6929371328106897
50,900000000000006;1,2596510757193242;0,8623237788136369;0,8629558030673398;0,9642981350498125;0,6898590230509095
51,0;1,2541717969707937;0,858476002547643;0,8591668133041588;0,9600930141335416;0,6867808020381144
51,1;1,2486923201902562;0,8546280872153791;0,8553776865993687;0,955887741235856;0,6837024697723033
51,2;1,2432126453777128;0,8507800328168464;0,8515884229529705;0,9516823163567567;0,6806240262534772
51,300000000000004;1,237732772533162;0,8469318393520437;0,8477990223649631;0,9474767394962428;0,677545471481635
51,400000000000006;1,232393114582527;0,8431821105877446;0,8441065821292352;0,9433787717956638;0,6745456884701957
51,5;1,2271706084601688;0,839514650684923;0,8404951538475341;0,9393707133014009;0,6716117205479385
51,6;1,2219479043058037;0,8358470517158318;0,8368835886242245;0,9353625028257234;0,6686776413726655
51,7;1,2167250021194327;0,8321793136804715;0,8332718864593064;0,9313541403686323;0,6657434509443773
51,800000000000004;1,211501901901055;0,8285114365788417;0,82966004735278;0,927345625930127;0,6628091492630734
51,900000000000006;1,20627860365067;0,8248434204109423;0,8260480713046445;0,9233369595102071;0,6598747363287538
52,0;1,2010551073682794;0,8211752651767737;0,8224359583149008;0,9193281411088737;0,6569402121414191
52,1;1,1950069061908468;0,816927968039587;0,8182535515787777;0,914686395644864;0,6535423744316696
52,2;1,1887176195987321;0,8125113707482623;0,8139044312640596;0,9098596270479903;0,6500090965986098
52,300000000000004;1,182428134974611;0,8080946343906685;0,8095551740077339;0,9050327064697026;0,6464757075125349
52,400000000000006;1,176138452318484;0,8036777589668054;0,8052057798097995;0,9002056339100011;0,6429422071734443
52,5;1,1698485716303506;0,7992607444766731;0,8008562486702566;0,8953784093688855;0,6394085955813384
52,6;1,1635584929102103;0,7948435909202712;0,7965065805891053;0,8905510328463558;0,635874872736217
52,7;1,1572713572519318;0,7904285041036903;0,7921589476720287;0,8857259150026704;0,6323428032829522
52,800000000000004;1,1520074742144173;0,7867319876188977;0,788518906736153;0,8816861014290694;0,6293855900951182
52,900000000000006;1,146743393144896;0,7830353320678356;0,7848787288586685;0,8776461358740543;0,6264282656542686
53,0;1,1414791140433689;0,7793385374505046;0,781238414039576;0,8736060183376255;0,6234708299604037
53,1;1,1362146369098352;0,7756416037669042;0,7775979622788749;0,8695657488197824;0,6205132830135234
53,2;1,1309499617442946;0,7719445310170341;0,7739573735765649;0,8655253273205251;0,6175556248136274
53,300000000000004;1,1256850885467478;0,7682473192008947;0,7703166479326466;0,8614847538398536;0,6145978553607159
53,400000000000006;1,120633570951272;0,7646999345170373;0,7668234603551904;0,8576079220022065;0,61175994761363
53,5;1,1162879150951202;0,7616482351546053;0,7638183849960141;0,8542728099967221;0,6093185881236843
53,6;1,111942061206963;0,7585963967259046;0,7608131726952301;0,8509375460098245;0,6068771173807237
53,7;1,1075960092867985;0,7555444192309339;0,7578078234528368;0,847602130041512;0,6044355353847471
53,800000000000004;1,1032497593346287;0,7524923026696946;0,754802337268836;0,8442665620917863;0,6019938421357557
53,900000000000006;1,0989033113504512;0,7494400470421849;0,7517967141432257;0,8409308421606454;0,599552037633748
54,0;1,0945566653342682;0,7463876523484069;0,7487909540760077;0,8375949702480915;0,5971101218787255
54,1;1,0896772688900476;0,7429611382592154;0,7454167904267113;0,8338502343096486;0,5943689106073723
54,2;1,0841759731541987;0,7390979007536786;0,7416125756415164;0,8296282162618139;0,5912783206029429
54,300000000000004;1,078674479386343;0,7352345241818724;0,7378082239147129;0,8254060462325654;0,5881876193454979
54,400000000000006;1,0731727875864805;0,7313710085437966;0,7340037352463007;0,8211837242219023;0,5850968068350373
54,5;1,067670897754613;0,7275073538394524;0,7301991096362809;0,8169612502298265;0,582005883071562
54,6;1,0621688098907378;0,723643560068838;0,7263943470846518;0,8127386242563353;0,5789148480550704
54,7;1,0566665239948563;0,7197796272319543;0,7225894475914143;0,8085158463014305;0,5758237017855635
54,800000000000004;1,0518603905809225;0,716404561474204;0,7192659462435841;0,8048273367232778;0,5731236491793632
54,900000000000006;1,047366117475676;0,7132484969297783;0,7161581001984663;0,8013781670960939;0,5705987975438227
55,0;1,0428716463384242;0,7100922933190841;0,7130501172117407;0,7979288454874968;0,5680738346552673
55,1;1,0383769771691655;0,7069359506421201;0,7099419972834063;0,7944793718974851;0,5655487605136961
55,2;1,033882109967899;0,703779468898886;0,7068337404134624;0,7910297463260583;0,5630235751191088
55,300000000000004;1,0293870447346274;0,7006228480893834;0,7037253466019111;0,7875799687732185;0,5604982784715067
55,400000000000006;1,0248917814693494;0,6974660882136113;0,700616815848751;0,7841300392389644;0,5579728705708891
55,5;1,0200862145206149;0,694091420251164;0,697293706218689;0,7804419643995373;0,5552731362009312
55,6;1,0152533757863944;0,6906976009124605;0,6939517378079785;0,7767329595872368;0,5525580807299684
55,7;1,0104203390201683;0,6873036425074882;0,6906096324556599;0,7730238027935228;0,5498429140059906
55,800000000000004;1,0055871042219349;0,6839095450362459;0,6872673901617322;0,7693144940183941;0,5471276360289967
55,900000000000006;1,0007536713916956;0,6805153084987349;0,6839250109261966;0,7656050332618518;0,5444122467989879
56,0;0,9959200405294497;0,6771209328949542;0,6805824947490524;0,7618954205238954;0,5416967463159634
56,1;0,9912734191707091;0,6738578831028592;0,6773692979818011;0,7583293298827005;0,5390863064822874
56,2;0,9876969448402089;0,6713463348359408;0,674896121264851;0,7555845330391879;0,5370770678687526
56,300000000000004;0,9841202724777025;0,668834647502753;0,6724228076062925;0,7528395842142612;0,5350677180022024
56,400000000000006;0,9805434020831891;0,6663228211032957;0,6699493570061252;0,7500944834079202;0,5330582568826365
56,5;0,9769663336566702;0,6638108556375695;0,66747576946435;0,7473492306201657;0,5310486845100556
56,6;0,9733890671981446;0,6612987511055739;0,6650020449809662;0,7446038258509967;0,5290390008844591
56,7;0,9698116027076125;0,6587865075073088;0,6625281835559738;0,741858269100414;0,5270292060058471
56,800000000000004;0,9663241215091545;0,6563374539001847;0,6601165467025306;0,7391817708228494;0,5250699631201478
56,900000000000006;0,962984818257916;0,6539924569790996;0,6578073767522898;0,7366189930208766;0,5231939655832797
57,0;0,959645316974671;0,6516473209917449;0,6554980698604403;0,7340560632374898;0,5213178567933959
57,1;0,9563056176594193;0,6493020459381208;0,6531886260269824;0,7314929814726888;0,5194416367504967
57,2;0,9529657203121611;0,6469566318182272;0,6508790452519156;0,7289297477264735;0,5175653054545818
57,300000000000004;0,9496256249328969;0,6446110786320646;0,6485693275352409;0,7263663619988445;0,5156888629056516
57,400000000000006;0,946285331521626;0,6422653863796324;0,6462594728769575;0,7238028242898014;0,5138123091037059
57,5;0,9431308150543651;0,640050154384606;0,644078085298265;0,7213818627388384;0,5120401235076848
57,6;0,9400964138754418;0,637919272315338;0,6419797589432849;0,7190530847278147;0,5103354178522704
57,7;0,9370618146645121;0,6357882511798006;0,6398812956466959;0,7167241547353769;0,5086306009438405
57,800000000000004;0,934027017421576;0,6336570909779939;0,6377826954084986;0,7143950727615249;0,5069256727823952
57,900000000000006;0,9309920221466339;0,6315257917099182;0,6356839582286932;0,7120658388062593;0,5052206333679345
58,0;0,9279568288396851;0,6293943533755729;0,6335850841072791;0,7097364528695792;0,5035154827004583
58,1;0,92492143750073;0,6272627759749584;0,6314860730442566;0,7074069149514854;0,5018102207799667
58,2;0,9217147439007534;0,6250109030382851;0,6292686043259096;0,7049459095987369;0,5000087224306281
58,300000000000004;0,9184743721817373;0,6227353799328451;0,6270278467671623;0,7024590576757932;0,4981883039462761
58,400000000000006;0,915233802430715;0,6204597177611358;0,6247869522668066;0,6999720537714358;0,4963677742089087
58,5;0,9119930346476866;0,6181839165231574;0,6225459208248426;0,6974848978856643;0,49454713321852595
58,6;0,9087520688326511;0,6159079762189094;0,6203047524412698;0,6949975900184784;0,4927263809751275
58,7;0,9055109049856097;0,6136318968483923;0,6180634471160888;0,6925101301698788;0,4909055174787138
58,800000000000004;0,9021800174309064;0,6112928097776495;0,6157600967252251;0,6899538110686126;0,4890342478221197
58,900000000000006;0,8975719043640009;0,6080568021015278;0,6125735289232552;0,6864172739564274;0,4864454416812223
59,0;0,8929635932650877;0,6048206553591359;0,6093868241796757;0,682880584862827;0,48385652428730874
59,1;0,8883550841341676;0,6015843695504742;0,6061999824944876;0,6793437437878124;0,4812674956403794
59,2;0,8837463769712417;0,5983479446755436;0,6030130038676912;0,6758067507313839;0,47867835574043494
59,300000000000004;0,8791374717763103;0,5951113807343444;0,5998258882992871;0,6722696056935423;0,47608910458747555
59,400000000000006;0,8745283685493713;0,5918746777268751;0,5966386357892737;0,6687323086742857;0,4734997421815001
59,5;0,8702203918688532;0,5888494382407113;0,5936596160511589;0,6654261138852521;0,4710795505925691
59,6;0,8666334639341324;0,5863305490203461;0,5911792105361865;0,662673294330763;0,4690644392162769
59,7;0,8630463379674064;0,5838115207337123;0,5886986680796066;0,6599203227948607;0,4670492165869699
59,800000000000004;0,8594590139686735;0,5812923533808091;0,5862179886814178;0,657167199277544;0,4650338827046473
59,900000000000006;0,8558714919379342;0,5787730469616365;0,5837371723416206;0,6544139237788134;0,46301843756930916
60,0;0,8522837718751881;0,5762536014761944;0,5812562190602149;0,6516604962986684;0,46100288118095556
60,1;0,8486958537804364;0,5737340169244834;0,5787751288372011;0,6489069168371099;0,45898721353958677
60,2;0,8453500023469106;0,5713844215988366;0,576461430737035;0,6463391135747503;0,45710753727906933
60,300000000000004;0,8422241712237085;0,569189333639388;0,5742998794324182;0,643940166844684;0,4553514669115104
60,400000000000006;0,8390981420684996;0,5669941066136698;0,5721381911861926;0,6415410681332036;0,45359528529093585
60,5;0,8359719148812849;0,5647987405216826;0,5699763659983588;0,6391418174403093;0,45183899241734604
60,6;0,8328454896620628;0,5626032353634256;0,5678144038689162;0,6367424147660006;0,4500825882907405
60,7;0,8297188664108351;0,5604075911388996;0,5656523047978655;0,6343428601102783;0,4483260729111197
60,800000000000004;0,8265920451276005;0,5582118078481039;0,5634900687852057;0,6319431534731413;0,4465694462784831
60,900000000000006;0,8234657935121149;0,5560164246015741;0,5613282267049173;0,6295438840325549;0,4448131396812593
61,0;0,8203395956916893;0,5538210791321615;0,5591664218245856;0,6271446558774628;0,44305686330572924
61,1;0,8172131998392568;0,5516255945964792;0,557004480002645;0,6247452757409562;0,4413004756771834
61,2;0,8140866059548176;0,5494299709945272;0,5548424012390956;0,6223457436230353;0,43954397679562174
61,300000000000004;0,8109598140383727;0,5472342083263065;0,5526801855339384;0,619946059523701;0,43778736666104523
61,400000000000006;0,807832824089921;0,5450383065918162;0,5505178328871723;0,6175462234429521;0,436030645273453
61,5;0,8047056361094633;0,5428422657910569;0,5483553432987981;0,6151462353807895;0,43427381263284554
61,6;0,8008478931082426;0,5401331990248548;0,5456876657792834;0,6121855764093178;0,43210655921988383
61,7;0,7969766839446405;0,537414675762208;0,5430106762401119;0,6092145827124762;0,42993174060976647
61,800000000000004;0,793105276749032;0,5346960134332919;0,5403335497593318;0,6062434370342201;0,4277568107466335
61,900000000000006;0,7892336715214165;0,5319772120381061;0,5376562863369431;0,6032721393745499;0,4255817696304849
62,0;0,7853618682617955;0,5292582715766516;0,5349788859729463;0,6003006897334663;0,42340661726132134
62,1;0,7814898669701679;0,5265391920489275;0,5323013486673409;0,5973290881109683;0,42123135363914205
62,2;0,777835534263547;0,5239729684085711;0,5297743319098236;0,5945245381683785;0,41917837472685693
62,300000000000004;0,7749941220678898;0,5219776111891036;0,5278094598497536;0,5923438712587218;0,4175820889512829
62,400000000000006;0,7721525118402264;0,5199821149033669;0,5258444508480753;0,5901630523676513;0,4159856919226935
62,5;0,7693107035805563;0,5179864795513607;0,5238793049047884;0,5879820814951664;0,41438918364108857
62,6;0,7664686972888798;0,515990705133085;0,5219140220198927;0,5858009586412675;0,41279256410646803
62,7;0,7636264929651972;0,5139947916485403;0,519948602193389;0,5836196838059546;0,4111958333188323
62,800000000000004;0,7607840906095079;0,5119987390977261;0,5179830454252766;0,5814382569892276;0,4095989912781809
62,900000000000006;0,757898472675596;0,5099723387796531;0,5159876045444898;0,5792236639949373;0,4079778710237225
63,0;0,7549580136963682;0,5079074268102747;0,5139542403951779;0,5769669827555854;0,40632594144821976
63,1;0,7520173566851329;0,5058423757746262;0,5119207393042569;0,5747101495348188;0,404673900619701
63,2;0,7490765016418921;0,503777185672709;0,509887101271728;0,5724531643326388;0,40302174853816725
63,300000000000004;0,7461354485666448;0,5017118565045224;0,5078533262975906;0,5701960271490446;0,401369485203618
63,400000000000006;0,7431941974593911;0,49964638827006647;0,5058194143818446;0,5679387379840363;0,3997171106160532
63,5;0,7402527483201307;0,497580780969341;0,5037853655244902;0,5656812968376137;0,39806462477547283
63,6;0,7374388452424594;0,49560474179083147;0,5018395163634597;0,5635217420437555;0,3964837934326652
63,7;0,7346877649098358;0,4936728193434563;0,4999371099161155;0,5614104011209816;0,3949382554747651
63,800000000000004;0,7319364865452059;0,491740757829812;0,49803456652716316;0,559298908216794;0,39339260626384964
63,900000000000006;0,7291850101485686;0,4898085572498976;0,49613188619660153;0,5571872633311913;0,3918468457999181
64,0;0,7264333357199256;0,48787621760371425;0,49422906892443197;0,5550754664641752;0,39030097408297143
64,10000000000001;0,7236814632592758;0,4859437388912614;0,49232611471065363;0,5529635176157448;0,38875499111300915
64,2;0,7209293927666205;0,48401112111253985;0,49042302355526746;0,5508514167859009;0,3872088968900319
64,3;0,7171502479099681;0,48135724921579065;0,48780969763545096;0,5479510786553414;0,38508579937263254
64,4;0,713255288095743;0,4786220472634909;0,4851162842244143;0,5449618573117064;0,3828976378107927
64,5;0,7093601302495123;0,47588670624492235;0,48242273387176954;0,541972483986658;0,3807093649959379
64,60000000000001;0,705464774371275;0,47315122616008426;0,4797290465775162;0,5389829586801954;0,3785209809280674
64,7;0,7015692204610318;0,4704156070089772;0,47703522234165485;0,535993281392319;0,3763324856071818
64,8;0,6976734685187816;0,4676798487916006;0,4743412611641848;0,5330034521230284;0,3741438790332805
64,9;0,6939404609433043;0,46505837640282144;0,47175983975116487;0,5301385224567929;0,3720467011222572
65,0;0,6913176552123375;0,4632165336886441;0,46994613679471064;0,5281256270110991;0,3705732269509153
65,10000000000001;0,6886946514493635;0,4613745519081971;0,4681322968966476;0,5261125795839906;0,3690996415265577
65,2;0,6860714496543836;0,45953243106148106;0,4663183200569764;0,5240993801754684;0,36762594484918487
65,3;0,6834480498273974;0,4576901711484957;0,4645042062756967;0,5220860287855323;0,36615213691879656
65,4;0,6808244519684044;0,45584777216924083;0,46268995555280834;0,5200725254141818;0,36467821773539266
65,5;0,6782006560774051;0,4540052341237167;0,4608755678883116;0,5180588700614174;0,36320418729897336
65,60000000000001;0,6754655848290413;0,45208455391775365;0,4589842319228981;0,5159598154518904;0,36166764313420297
65,7;0,6725303614236909;0,4500233185849964;0,456954488238384;0,5137071522999971;0,3600186548679971
65,8;0,6695949399863336;0,44796194418596935;0,454924607612261;0,5114543371666892;0,3583695553487755
65,9;0,6666593205169693;0,44590043072067276;0,4528945900445292;0,5092013700519669;0,35672034457653823
66,0;0,663723503015599;0,443838778189107;0,45086443553518923;0,5069482509558308;0,35507102255128564
66,10000000000001;0,6607874874822222;0,44177698659127185;0,44883414408424066;0,5046949798782806;0,3534215892730175
66,2;0,6578512739168391;0,4397150559271675;0,44680371569168376;0,5024415568193165;0,351772044741734
