Geschwindigkeit (km/h);Physikalisches Maximum (Leer, unlimitiert) (m/s²);Physikalisches Maximum (Voll, unlimitiert) (m/s²);Durchschnittliche Auslastung (37%) (m/s²);Nachtverkehr (10%) (m/s²);Nebenverkehr (50%) (m/s²);Hauptverkehrszeit (100%) (m/s²)
30,5;1,6699758428388543;1,1465602328443407;1,1449436575529872;1,2;1,089667446038371;0,9172481862754727
30,6;1,665003484257397;1,143079581837321;1,1415102163623387;1,2;1,0863915392082348;0,9144636654698568
30,700000000000003;1,660030837610098;1,1395987291842113;1,138076576260628;1,2;1,0831154425935434;0,9116789833473691
30,8;1,655057902896955;1,1361176748850115;1,1346427372478534;1,2;1,0798391561942964;0,9088941399080093
30,900000000000002;1,6500846801179676;1,1326364189397204;1,1312086993240154;1,2;1,076562680010493;0,9061091351517764
31,0;1,6451111692731373;1,129154961348339;1,127774462489114;1,2;1,0732860140421343;0,9033239690786712
31,1;1,6400259606221552;1,1255953152926514;1,1242630976992867;1,2;1,069935758930899;0,9004762522341212
31,200000000000003;1,634885564632739;1,1219970381000601;1,120713625746052;1,2;1,0665491451025777;0,8975976304800481
31,3;1,6297448805774795;1,1183985592613785;1,1171639548817545;1,2;1,063162341489701;0,8947188474091029
31,400000000000002;1,6246039084563753;1,1147998787766054;1,1136140851063927;1,2;1,0597753480922674;0,8918399030212844
31,5;1,6194626482694288;1,1112009966457428;1,1100640164199684;1,2;1,056388164910279;0,8889607973165943
31,6;1,6143211000166375;1,1076019128687893;1,10651374882248;1,2;1,0530007919437343;0,8860815302950314
31,700000000000003;1,6091792636980033;1,1040026274457453;1,1029632823139288;1,2;1,0496132291926343;0,8832021019565963
31,8;1,6032726779986635;1,0998680174562072;1,098884752114631;1,2;1,045721831555422;0,8798944139649658
31,900000000000002;1,5972799735045118;1,095673124310301;1,0947467564096682;1,2;1,0417736968298632;0,8765384994482409
32,0;1,5912869809445158;1,0914780295183037;1,0906085617936412;1,2;1,0378253723197481;0,873182423614643
32,1;1,5852937003186773;1,0872827330802168;1,0864701682665519;1,2;1,0338768580250781;0,8698261864641735
32,2;1,5793001316269935;1,0830872349960383;1,082331575828398;1,2;1,0299281539458514;0,8664697879968307
32,300000000000004;1,573306274869467;1,0788915352657698;1,0781927844791812;1,2;1,025979260082069;0,8631132282126158
