Geschwindigkeit (km/h);Physikalisches Maximum (Leer, unlimitiert) (m/s²);Physikalisches Maximum (Voll, unlimitiert) (m/s²);Durchschnittliche Auslastung (37%) (m/s²);Nachtverkehr (10%) (m/s²);Nebenverkehr (50%) (m/s²);Hauptverkehrszeit (100%) (m/s²)
32,300000000000004;1,516476994455249;1,0788915352657698;1,0565135630028617;1,1666608822948858;1,0102434115922667;0,8631132282126158
32,4;1,5107498175905334;1,0747393320388507;1,0524957068413436;1,1622465798609523;1,0063920926571537;0,8597914656310807
32,5;1,505432171259376;1,0708840384487617;1,0487651536244444;1,1581479288681664;1,0028161681677956;0,8567072307590093
32,6;1,5001142467956794;1,067028543212582;1,0450344052858367;1,1540490635007987;0,9992400566443824;0,8536228345700656
32,7;1,4947960441994441;1,0631728463303112;1,0413034618255204;1,14994998375885;0,9956637580869141;0,850538277064249
32,800000000000004;1,4894775634706705;1,0593169478019504;1,037572323243496;1,1458506896423202;0,9920872724953909;0,8474535582415603
32,9;1,4841588046093586;1,0554608476274991;1,0338409895397633;1,1417511811512095;0,988510599869813;0,8443686781019993
33,0;1,4788397676155072;1,051604545806957;1,030109460714322;1,1376514582855168;0,9849337402101797;0,8412836366455656
33,1;1,4736720530726293;1,0478579527633702;1,0264840909715107;1,1336683693355243;0,9814586394161282;0,8382863622106962
33,2;1,4687766596746068;1,0443087925498042;1,0230497659992057;1,1298951757529954;0,9781666647252844;0,8354470340398434
33,300000000000004;1,4638809881440458;1,0407594306901475;1,0196152459051926;1,1261217677958852;0,9748745030003851;0,832607544552118
33,4;1,4589850384809468;1,0372098671844006;1,0161805306894718;1,1223481454641946;0,9715821542414318;0,8297678937475205
33,5;1,4540888106853092;1,0336601020325633;1,0127456203520422;1,1185743087579223;0,9682896184484232;0,8269280816260507
33,6;1,4491923047571322;1,0301101352346351;1,0093105148929036;1,1148002576770681;0,9649968956213594;0,8240881081877082
33,7;1,4442955206964163;1,0265599667906162;1,0058752143120568;1,1110259922216328;0,9617039857602402;0,821247973432493
33,800000000000004;1,4397915698111814;1,023294602398821;1,002715502774789;1,107554508482847;0,9586752419765461;0,8186356819190568
33,9;1,435564448623099;1,020229939537461;0,999749998947649;1,1042963951418663;0,9558326561341254;0,8161839516299688
34,0;1,4313370493024773;1,0171650750300103;0,9967842999988005;1,1010380674263043;0,9529898832576493;0,8137320600240083
34,1;1,4271093718493173;1,0141000088764693;0,9938184059282437;1,097779525336161;0,9501469233471186;0,8112800071011755
34,2;1,4228814162636185;1,0110347410768377;0,9908523167359786;1,0945207688714365;0,9473037764025328;0,8088277928614702
34,300000000000004;1,418653182545381;1,0079692716311155;0,9878860324220048;1,0912617980321304;0,9444604424238918;0,8063754173048925
34,4;1,414424670694605;1,004903600539303;0,9849195529863229;1,0880026128182434;0,9416169214111962;0,8039228804314424
34,5;1,4106830545733333;1,0021909288513808;0,9822946514437311;1,0851187093626453;0,9391008201354425;0,8017527430811047
34,6;1,407051230759051;0,9995578565860264;0,9797467738358888;1,0823194298778829;0,936658550208157;0,7996462852688211
34,7;1,4034191288122295;0,9969245826745807;0,9771987011063376;1,0795199360185386;0,9342160932468162;0,7975396661396646
34,800000000000004;1,39978674873287;0,9942911071170449;0,9746504332550782;1,0767202277846137;0,9317734492514206;0,795432885693636
34,9;1,3961540905209708;0,9916574299134182;0,9721019702821101;1,0739203051761068;0,9293306182219697;0,7933259439307346
35,0;1,392521154176534;0,9890235510637015;0,9695533121874341;1,0711201681930191;0,9268876001584643;0,7912188408509613
35,1;1,3888847735218208;0,9863871750890344;0,967002237763807;1,0683173764591538;0,9244422659210919;0,7891097400712276
35,2;1,3851807084172088;0,9837017278881907;0,9644036798434261;1,0654624159798516;0,9219514163434979;0,7869613823105526
35,300000000000004;1,3814763651800577;0,9810160790412561;0,9618049268013364;1,0626072411259677;0,9194603797318482;0,7848128632330049
35,4;1,3777717438103687;0,9783302285482316;0,9592059786375389;1,0597518518975029;0,9169691560861444;0,7826641828385853
35,5;1,37406684430814;0,9756441764091159;0,9566068353520323;1,0568962482944564;0,9144777454063849;0,7805153411272928
35,6;1,3703616666733731;0,9729579226239098;0,9540074969448175;1,0540404303168287;0,9119861476925705;0,7783663380991279
35,7;1,3666562109060674;0,9702714671926131;0,9514079634158943;1,0511843979646196;0,9094943629447013;0,7762171737540906
35,800000000000004;1,362748516950312;0,9674383890746904;0,9486665512667098;1,0481724876731404;0,9068665803425701;0,7739507112597523
35,9;1,3583054931621885;0,9642171968283008;0,9455495826581685;1,0447479643547195;0,9038788078241797;0,7713737574626407
36,0;1,353862191241525;0,9609958029358199;0,9424324189279176;1,0413232266617163;0,9008908482717335;0,768796642348656
36,1;1,3494186111883233;0,9577742073972487;0,9393150600759589;1,0378982745941323;0,8979027016852328;0,766219365917799
36,2;1,3449747530025833;0,9545524102125873;0,936197506102292;1,0344731081519676;0,8949143680646773;0,7636419281700699
36,300000000000004;1,3405306166843043;0,9513304113818348;0,933079757006916;1,031047727335221;0,8919258474100662;0,761064329105468
36,4;1,3360862022334872;0,9481082109049925;0,9299618127898326;1,0276221321438932;0,888937139721401;0,7584865687239941
36,5;1,331364637092521;0,9446850761777921;0,926649435672493;1,0239829191448762;0,8857620582353021;0,7557480609422337
36,6;1,326369428393209;0,9410635498707909;0,9231450860558001;1,0201327915095262;0,8824029613708371;0,7528508398966327
36,7;1,321373941561358;0,9374418219176989;0,9196405413173983;1,0162824494995943;0,8790436774723169;0,7499534575341591
36,800000000000004;1,3163781765969689;0,9338198923185165;0,9161358014572886;1,0124318931150817;0,8756842065397422;0,7470559138548132
36,9;1,3113821335000406;0,9301977610732436;0,9126308664754701;1,0085811223559877;0,872324548573112;0,744158208858595
37,0;1,3063858122705743;0,9265754281818807;0,9091257363719438;1,0047301372223127;0,8689647035724276;0,7412603425455045
37,1;1,3013892129085687;0,9229528936444267;0,9056204111467085;1,0008789377140557;0,8656046715376876;0,7383623149155414
37,2;1,297578313886465;0,9201899918534013;0,9029469047266055;0,9979416334843944;0,8630419800213744;0,7361519934827211
37,300000000000004;1,2942005769010299;0,917741132538961;0,900577279747407;0,9953381950105706;0,8607705742804441;0,7341929060311688
37,4;1,2908225617830569;0,9152920715784303;0,8982074596465006;0,9927345421621663;0,8584989815054593;0,7322336572627443
37,5;1,2874442685325445;0,912842808971809;0,8958374444238854;0,99013067493918;0,8562272016964191;0,7302742471774473
37,6;1,2840656971494937;0,9103933447190972;0,8934672340795619;0,9875265933416126;0,853955234853324;0,7283146757752778
37,7;1,280686847633904;0,9079436788202947;0,8910968286135298;0,9849222973694638;0,851683080976174;0,7263549430562358
37,800000000000004;1,2773077199857759;0,9054938112754018;0,8887262280257895;0,9823177870227338;0,8494107400649691;0,7243950490203215
37,9;1,2734401990096524;0,9026898585677123;0,8860129989164437;0,9793368406225323;0,8468099723360976;0,7221518868541699
38,0;1,2695528600853003;0,899871537847557;0,8832858666804301;0,9763406192589121;0,844195877755084;0,7198972302780456
38,1;1,2656652430284094;0,8970530154813111;0,880558539322708;0,9733441835207105;0,8415815961400153;0,7176424123850489
38,2;1,26177734783898;0,8942342914689746;0,8778310168432777;0,9703475334079276;0,8389671274908918;0,7153874331751797
38,300000000000004;1,257889174517012;0,8914153658105478;0,875103299242139;0,9673506689205635;0,8363524718077132;0,7131322926484382
38,400000000000006;1,2540007230625052;0,8885962385060305;0,8723753865192917;0,9643535900586182;0,8337376290904797;0,7108769908048245
38,5;1,2501029240179993;0,8857703341987638;0,8696409160677485;0,9613493064096966;0,8311165004576525;0,7086162673590111
38,6;1,2461663503007703;0,8829163182537727;0,8668792435476482;0,9583151366342908;0,8284692972622985;0,7063330546030182
38,7;1,2422294984510025;0,8800621006626912;0,8641173759058397;0,9552807524843039;0,8258219070328896;0,704049680530153
38,800000000000004;1,238292368468696;0,8772076814255189;0,8613553131423224;0,9522461539597353;0,8231743297694254;0,7017661451404151
38,900000000000006;1,2343549603538508;0,8743530605422563;0,8585930552570971;0,9492113410605856;0,8205265654719064;0,699482448433805
39,0;1,2304172741064672;0,8714982380129028;0,8558306022501632;0,9461763137868546;0,8178786141403322;0,6971985904103223
39,1;1,2264793097265445;0,8686432138374591;0,8530679541215207;0,9431410721385425;0,8152304757747033;0,6949145710699673
39,2;1,2226987318393052;0,8659022948692106;0,8504157192565691;0,9402271383516999;0,8126881741229944;0,6927218358953685
39,300000000000004;1,2191357530265936;0,8633191352299946;0,8479161393214343;0,9374809221239622;0,8102921999648812;0,6906553081839957
39,400000000000006;1,2155724960813434;0,8607357739446884;0,8454163642645911;0,9347344915216431;0,807896038772713;0,6885886191557508
39,5;1,2120089610035552;0,8581522110132918;0,8429163940860399;0,931987846544743;0,8054996905464901;0,6865217688106334
39,6;1,2084451477932272;0,855568446435804;0,8404162287857795;0,929240987193261;0,8031031552862116;0,6844547571486432
39,7;1,204881056450361;0,8529844802122261;0,837915868363811;0,9264939134671981;0,8007064329918784;0,6823875841697808
39,800000000000004;1,2013166869749559;0,8504003123425573;0,8354153128201341;0,9237466253665535;0,7983095236634901;0,6803202498740459
39,900000000000006;1,1983395781989254;0,8482419084799353;0,8333267454296319;0,9214519767418392;0,7963075258778697;0,6785935267839482
40,0;1,1956799598285714;0,8463136851614287;0,8314609109514883;0,9194020383301377;0,7945190288867909;0,677050948129143
40,1;1,1930200633256793;0,8443852601968318;0,8295948813516365;0,9173518855438554;0,7927303448616576;0,6755082081574655
40,2;1,190359888690248;0,8424566335861441;0,827728656630076;0,9153015183829916;0,790941473802469;0,6739653068689153
40,300000000000004;1,1876994359222786;0,8405278053293663;0,8258622367868075;0,9132509368475464;0,7891524157092259;0,6724222442634931
40,400000000000006;1,18503870502177;0,8385987754264975;0,8239956218218302;0,91120014093752;0,7873631705819273;0,6708790203411981
40,5;1,1823776959887233;0,8366695438775387;0,8221288117351447;0,9091491306529126;0,7855737384205742;0,669335635102031
40,6;1,1788688079298106;0,8341256000348268;0,8196671787455236;0,9064446056374051;0,7832141383345808;0,6673004800278615
40,7;1,1752420362921596;0,83149619059753;0,8171228454527052;0,9036492201891161;0,7807752658130299;0,665196952478024
40,800000000000004;1,1716149865219687;0,8288665795141417;0,8145783170381776;0,9008536203662445;0,7783362062574234;0,6630932636113134
40,900000000000006;1,16798765861924;0,8262367667846633;0,8120335935019422;0,8980578061687926;0,7758969596677622;0,6609894134277307
41,0;1,1643600525839726;0,8236067524090942;0,8094886748439981;0,8952617775967591;0,7734575260440462;0,6588854019272754
41,1;1,1607321684161664;0,8209765363874347;0,8069435610643458;0,8924655346501442;0,7710179053862749;0,6567812291099479
41,2;1,1571727446372198;0,8183959541476986;0,8044464751353599;0,8897220585148764;0,7686243218595631;0,654716763318159
41,300000000000004;1,1541848257159932;0,8162297129298093;0,8023503239719958;0,8874190778181174;0,7666150546429701;0,6529837703438475
41,400000000000006;1,151196628662228;0,8140632700658296;0,8002539776869231;0,8851158827467765;0,7646056003923223;0,6512506160526637
41,5;1,148208153475924;0,8118966255557591;0,798157436280142;0,8828124733008548;0,7625959591076195;0,6495173004446073
41,6;1,145219400157081;0,8097297793995981;0,7960606997516523;0,880508849480351;0,7605861307888612;0,6477838235196786
41,7;1,1422303687057;0,8075627315973467;0,7939637681014545;0,8782050112852666;0,7585761154360483;0,6460501852778774
41,800000000000004;1,1392410591217796;0,8053954821490046;0,7918666413295479;0,8759009587156005;0,7565659130491803;0,6443163857192037
41,900000000000006;1,1364781003026097;0,8033923370051063;0,7899283091673239;0,8737713691938483;0,754707923350492;0,642713869604085
42,0;1,1341617673222244;0,8017129955943271;0,7883033038711359;0,8719860228435181;0,7531502733462909;0,6413703964754617
42,1;1,1318451562093;0,8000334525374568;0,7866781034532391;0,8702004621186064;0,7515924363080345;0,6400267620299656
42,2;1,1295282669638378;0,7983537078344966;0,7850527079136346;0,8684146870191137;0,7500344122357236;0,6386829662675972
42,300000000000004;1,127211099585836;0,7966737614854454;0,783427117252321;0,8666286975450395;0,7484762011293573;0,6373390091883564
42,400000000000006;1,124893654075296;0,7949936134903041;0,7818013314692993;0,8648424936963839;0,7469178029889363;0,6359948907922433
42,5;1,1225759304322174;0,7933132638490719;0,7801753505645691;0,8630560754731473;0,74535921781446;0,6346506110792576
42,6;1,120012416753457;0,7914547164319705;0,7783769375815863;0,8610802111094515;0,7436353477464241;0,6331637731455765
42,7;1,1172600935681318;0,78945928212261;0,7764460667651503;0,8589588191526562;0,7417845101261475;0,631567425698088
42,800000000000004;1,1145074922502685;0,7874636461671589;0,7745150008270059;0,8568372128212796;0,7399334854718161;0,6299709169337272
42,900000000000006;1,1117546127998663;0,7854678085656174;0,7725837397671532;0,8547153921153218;0,7380822737834298;0,628374246852494
43,0;1,1090014552169252;0,7834717693179851;0,7706522835855919;0,8525933570347827;0,7362308750609883;0,6267774154543881
43,1;1,106248019501446;0,7814755284242626;0,7687206322823225;0,8504711075796622;0,734379289304492;0,6251804227394101
43,2;1,1034943056534274;0,7794790858844491;0,7667887858573442;0,8483486437499604;0,7325275165139405;0,6235832687075593
43,300000000000004;1,1013389928052861;0,7779164840695467;0,7652767429762775;0,8466874059400971;0,7310781467146107;0,6223331872556375
43,400000000000006;1,0993379671387293;0,7764657404612931;0,7638729390614266;0,8451450871539139;0,7297325294547812;0,6211725923690345
43,5;1,0973366633396344;0,7750147952069492;0,7624689400248678;0,8436025539931497;0,7283867251608971;0,6200118361655593
43,6;1,095335081408;0,7735636483065144;0,7610647458665999;0,8420598064578035;0,7270407338329574;0,6188509186452116
43,7;1,0933332213438276;0,7721122997599893;0,7596603565866241;0,8405168445478767;0,7256945554709633;0,6176898398079915
43,800000000000004;1,0913310831471161;0,7706607495673734;0,7582557721849396;0,838973668263368;0,7243481900749137;0,6165285996538987
43,900000000000006;1,0893078183802292;0,7691938826113803;0,7568363666030896;0,8374142083765981;0,7229876178258766;0,6153551060891043
44,0;1,0864350599472319;0,7671111327474573;0,7548210053800617;0,8351999892521618;0,7210557918651365;0,6136889061979659
44,1;1,0835620233816963;0,7650281812374441;0,7528054490353254;0,8329855557531443;0,7191237788703416;0,6120225449899553
44,2;1,0806887086836214;0,7629450280813398;0,7507896975688804;0,830770907879545;0,7171915788414912;0,6103560224650719
44,300000000000004;1,0778151158530083;0,7608616732791453;0,7487737509807273;0,8285560456313649;0,7152591917785862;0,6086893386233163
44,400000000000006;1,074941244889856;0,7587781168308599;0,7467576092708654;0,8263409690086029;0,7133266176816259;0,607022493464688
44,5;1,0720670957941658;0,7566943587364845;0,7447412724392956;0,8241256780112602;0,7113938565506109;0,6053554869891876
44,6;1,0691022830865935;0,7545448695234945;0,7426613312595048;0,8218405067549255;0,7094001274255188;0,6036358956187957
44,7;1,0658704969280997;0,7522018245585865;0,7403940969420857;0,8193495619417344;0,7072268683276333;0,6017614596468692
44,800000000000004;1,0626384326370666;0,7498585779475876;0,7381266675029574;0,8168584027539612;0,705053422195692;0,5998868623580701
44,900000000000006;1,059406090213495;0,7475151296904982;0,735859042942121;0,8143670291916071;0,7028797890296961;0,5980121037523985
45,0;1,0561734696573848;0,7451714797873181;0,7335912232595763;0,8118754412546715;0,7007059688296451;0,5961371838298545
45,1;1,0529405709687363;0,7428276282380479;0,7313232084553233;0,809383638943155;0,6985319615955393;0,5942621025904383
45,2;1,0497073941475488;0,7404835750426871;0,7290549985293617;0,806891622257057;0,6963577673273786;0,5923868600341498
45,300000000000004;1,046942426674969;0,7384789736250669;0,7271152572120393;0,804760484537328;0,6944984268820495;0,5907831789000535
45,400000000000006;1,0446800855642204;0,7368387763197741;0,7255281294899538;0,8030167531828639;0,6929770844539521;0,5894710210558193
45,5;1,0424174663209338;0,7351983773683912;0,7239408066461603;0,801272807453819;0,6914555549917999;0,588158701894713
45,6;1,040154568945108;0,7335577767709176;0,7223532886806581;0,7995286473501924;0,6899338384955923;0,5868462214167341
45,7;1,0378913934367437;0,7319169745273535;0,7207655755934476;0,7977842728719846;0,6884119349653299;0,5855335796218828
45,800000000000004;1,0356279397958401;0,7302759706376984;0,7191776673845283;0,7960396840191954;0,6868898444010122;0,5842207765101588
45,900000000000006;1,0333642080223988;0,7286347651019535;0,7175895640539012;0,7942948807918252;0,6853675668026401;0,5829078120815628
46,0;1,03091406743404;0,7268584131753932;0,7158706870762802;0,7924064003383393;0,6837199360301784;0,5814867305403146
46,1;1,0283881563537676;0,7250271276421958;0,7140986539023364;0,7904595187083618;0,6820213523472126;0,5800217021137567
46,2;1,0258619671409563;0,7231956404629076;0,7123264256066841;0,7885124227038031;0,6803225816301919;0,5785565123703261
46,300000000000004;1,0233354997956063;0,7213639516375289;0,7105540021893234;0,786565112324663;0,6786236238791159;0,5770911613100231
46,400000000000006;1,0208087543177176;0,7195320611660596;0,7087813836502542;0,7846175875709415;0,6769244790939849;0,5756256489328477
46,5;1,0182817307072904;0,7176999690484999;0,7070085699894768;0,7826698484426388;0,6752251472747991;0,5741599752387999
46,6;1,0157544289643248;0,7158676752848497;0,7052355612069909;0,7807218949397549;0,6735256284215584;0,5726941402278798
46,7;1,0129422733945985;0,7138288624967982;0,7032627154489732;0,7785543863278729;0,6716345556906121;0,5710630899974386
46,800000000000004;1,0101118707904555;0,7117768206087947;0,701277068626593;0,7763728135565733;0,669731212490145;0,5694214564870358
46,900000000000006;1,0072811900537735;0,7097245770747;0,6992912266825039;0,774191026410692;0,6678276822556225;0,56777966165976
47,0;1,0044502311845531;0,7076721318945154;0,6973051896167068;0,77200902489023;0,6659239649870453;0,5661377055156124
47,1;1,0016189941827938;0,7056194850682398;0,6953189574292009;0,7698268089951861;0,6640200606844129;0,5644955880545919
47,2;0,9987874790484961;0,703566636595874;0,6933325301199869;0,7676443787255613;0,6621159693477258;0,5628533092766993
47,300000000000004;0,9959587114086658;0,701515780056997;0,69134803029404;0,7654640661260909;0,660213725601521;0,5612126240455976
47,400000000000006;0,9931444620537762;0,699475449274702;0,6893737156574075;0,7632949436997307;0,6583212448759141;0,5595803594197616
47,5;0,9903299345663473;0,6974349168463161;0,6873992058990662;0,7611256068987888;0,6564285771162518;0,5579479334770528
47,6;0,9875151289463804;0,69539418277184;0,6854245010190168;0,7589560557232661;0,6545357223225348;0,556315346217472
47,7;0,9847000451938742;0,693353247051273;0,6834496010172586;0,7567862901731617;0,6526426804947627;0,5546825976410185
47,800000000000004;0,9818846833088296;0,6913121096846158;0,6814745058937921;0,7546163102484762;0,6507494516329356;0,5530496877476926
47,900000000000006;0,9790690432912463;0,6892707706718678;0,6794992156486174;0,7524461159492093;0,6488560357370535;0,5514166165374943
48,0;0,9755981449266522;0,6867543693575371;0,6770642340320892;0,7497708720269972;0,646521982344051;0,5494034954860297
48,1;0,9711401068434891;0,6835222917472439;0,6739367322622257;0,7463347762286788;0,6435241132562428;0,5468178333977951
48,2;0,9666817906277874;0,6802900124908601;0,670809035370654;0,7428984660557791;0,6405260571343797;0,5442320099926881
48,300000000000004;0,9622231962795467;0,6770575315883857;0,6676811433573735;0,7394619415082979;0,6375278139784613;0,5416460252707086
48,400000000000006;0,9577643237987681;0,6738248490398212;0,6645530562223851;0,736025202586236;0,6345293837884883;0,5390598792318569
48,5;0,9533051731854506;0,670591964845166;0,6614247739656883;0,7325882492895928;0,6315307665644605;0,5364735718761329
48,6;0,9488457444395945;0,6673588790044203;0,6582962965872831;0,729151081618368;0,6285319623063774;0,5338871032035363
48,7;0,9438949643665198;0,663769563451441;0,6548231155260392;0,7253351979740048;0,6252027420833244;0,5310156507611529
48,800000000000004;0,9386531296211371;0,6599692332610386;0,6511457473345401;0,7212949798313844;0,6216777981386032;0,5279753866088309
48,900000000000006;0,933411016743216;0,656168701424546;0,6474681840213327;0,7172545473141827;0,6181526671598273;0,5249349611396368
49,0;0,9281686257327568;0,6523679679419631;0,6437904255864172;0,7132139004224002;0,6146273491469968;0,5218943743535704
49,1;0,9229259565897581;0,648567032813289;0,6401124720297928;0,7091730391560357;0,6111018441001107;0,5188536262506313
49,2;0,9176830093142213;0,6447658960385247;0,6364343233514602;0,7051319635150903;0,60757615201917;0,5158127168308199
49,300000000000004;0,9124397839061451;0,6409645576176694;0,6327559795514189;0,7010906734995632;0,6040502729041738;0,5127716460941355
49,400000000000006;0,9080963021529364;0,6378155333465931;0,6297088438793765;0,6977428736100468;0,6011294387976682;0,5102524266772746
49,5;0,9039024111156327;0,634774962344548;0,6267666524047638;0,6945103728769756;0,5983091990276552;0,5078199698756384
49,6;0,8997082419457899;0,6317341896964119;0,6238242658084422;0,6912776577693226;0,595488772223587;0,5053873517571296
49,7;0,8955137946434083;0,6286932154021853;0,6208816840904121;0,6880447282870883;0,5926681583854637;0,5029545723217482
49,800000000000004;0,8913190692084884;0,6256520394618683;0,6179389072506739;0,684811584430273;0,5898473575132858;0,5005216315694947
49,900000000000006;0,8871240656410294;0,6226106618754607;0,6149959352892271;0,6815782261988761;0,5870263696070526;0,4980885295003685
50,0;0,8829096817987655;0,6195552335898192;0,6120393672474815;0,6783299303470314;0,5841923491681967;0,4956441868718554
50,1;0,8784930688466869;0,6163531891995623;0,6089409269545205;0,6749257635534027;0,5812223369801324;0,49308255135964985
50,2;0,8740761777620697;0,6131509431632148;0,605842291539851;0,6715213823851928;0,5782521377580129;0,49052075453057187
50,300000000000004;0,8696590085449128;0,6099484954807761;0,6027434610034725;0,6681167868424008;0,5752817515018379;0,4879587963846209
50,400000000000006;0,8652415611952183;0,6067458461522475;0,5996444353453863;0,6647119769250283;0,5723111782116085;0,485396676921798
50,5;0,8608238357129853;0,6035429951776285;0,5965452145655916;0,6613069526330745;0,5693404178873243;0,4828343961421029
50,6;0,8564058320982136;0,6003399425569191;0,5934457986640888;0,6579017139665396;0,566369470528985;0,48027195404553535
50,7;0,8521454914137397;0,5972511955606756;0,5904569899589241;0,6546179962296694;0,5635045457788461;0,47780095644854054
50,800000000000004;0,8482274171485968;0,594410591718447;0,5877082955848293;0,651598085168164;0,5608697827947501;0,4755284733747576
50,900000000000006;0,844309064750915;0,5915697862301277;0,5849594060890259;0,6485779597320769;0,5582348327765988;0,4732558289841022
51,0;0,8403904342206953;0,5887287790957184;0,5822103214715146;0,6455576199214093;0,555599695724393;0,47098302327657476
51,1;0,8364715255579362;0,5858875703152181;0,5794610417322945;0,6425370657361598;0,552964371638132;0,4687100562521745
51,2;0,832552338762639;0,5830461598886276;0,5767115668713663;0,6395162971763293;0,550328860517816;0,46643692791090213
51,300000000000004;0,8286328738348023;0,580204547815946;0,5739618968887291;0,6364953142419171;0,5476931623634448;0,4641636382527568
51,400000000000006;0,8248117345412;0,5774342218280842;0,571281206486202;0,6335501171784095;0,545123584635573;0,4619473774624674
51,5;0,8210727250428058;0,5747234399417486;0,5686581335995148;0,6306682228141987;0,5426092362192615;0,4597787519533989
51,6;0,8173334374118727;0,572012456409322;0,5660348655911189;0,6277861140754064;0,540094700768895;0,4576099651274576
51,7;0,813593871648401;0,5693012712308051;0,563411402461015;0,624903790962033;0,5375799782844735;0,4554410169846441
51,800000000000004;0,8098540277523907;0,5665898844061976;0,5607877442092024;0,6220212534740782;0,5350650687659969;0,4532719075249581
51,900000000000006;0,8061139057238413;0,5638782959354993;0,5581638908356812;0,6191385016115417;0,5325499722134652;0,45110263674839945
52,0;0,8023735055627537;0,5611665058187106;0,5555398423404518;0,6162555353744242;0,5300346886268786;0,44893320465496855
52,1;0,7980538244323783;0,5580347369991886;0,5525094038093146;0,6129260801510121;0,5271298595768872;0,4464277895993509
52,2;0,7935647040815956;0,5547801247448712;0,549360096517565;0,6094660272560568;0,5241110887902739;0,44382409979589693
52,300000000000004;0,7890753055982745;0,5515253108444632;0,5462105941041073;0,6060057599865201;0,5210921309696057;0,4412202486755706
52,400000000000006;0,7845856289824148;0,548270295297965;0,5430608965689411;0,6025452783424023;0,5180729861148826;0,43861623623837204
52,5;0,7800956742340166;0,5450150781053763;0,5399110039120666;0,5990845823237033;0,5150536542261047;0,4360120624843011
52,6;0,7756054413530794;0,5417596592666969;0,5367609161334835;0,595623671930423;0,5120341353032717;0,43340772741335754
52,7;0,7711171361456939;0,5385056379913423;0,5336121806992126;0,5921642473187503;0,5090159126710588;0,4308045103930739
52,800000000000004;0,7673472622038274;0,5357724793834892;0,530967455103467;0,5892585637489397;0,5064808090347891;0,42861798350679137
52,900000000000006;0,7635771101294222;0,5330391191295454;0,5283225343860131;0,5863526658045475;0,5039455183644644;0,4264312953036363
53,0;0,7598066799224785;0,5303055572295112;0,5256774185468509;0,5834465534855744;0,501410040660085;0,424244445783609
53,1;0,7560359715829962;0,5275717936833865;0,5230321075859803;0,5805402267920198;0,49887437592165035;0,4220574349467092
53,2;0,7522649851109748;0,524837828491171;0,520386601503401;0,5776336857238837;0,4963385241491607;0,4198702627929368
53,300000000000004;0,7484937205064148;0,5221036616528649;0,5177409002991135;0,5747269302811664;0,49380248534261606;0,41768292932229195
53,400000000000006;0,7448721439678676;0,5194780186624183;0,5152002115874625;0,5719355490288642;0,4913671063369842;0,41558241492993464
53,5;0,7417461136844762;0,5172116467069595;0,5130071694775538;0,569526117049639;0,48926496423337035;0,41376931736556766
53,6;0,7386198052685469;0,5149450731054108;0,5108139322459373;0,5671164706958329;0,4871626350957019;0,4119560584843287
53,7;0,7354932187200781;0,5126782978577709;0,5086204998926117;0,5647066099674452;0,485060118923978;0,4101426382862167
53,800000000000004;0,7323663540390716;0,5104113209640411;0,5064268724175783;0,5622965348644766;0,4829574157181997;0,4083290567712329
53,900000000000006;0,7292392112255254;0,5081441424242201;0,5042330498208359;0,5598862453869261;0,4808545254783657;0,4065153139393761
54,0;0,7261117902794413;0,5058767622383092;0,5020390321023858;0,5574757415347948;0,4787514482044773;0,4047014097906474
54,1;0,7226101108716746;0,5033380446676783;0,4995824562856277;0,5547767726889414;0,4763966956751966;0,40267043573414263
54,2;0,7186715689812933;0,5004826017971519;0,49681940300903715;0,5517410859162888;0,47374816895470817;0,40038608143772153
54,300000000000004;0,7147327489583731;0,4976269572805348;0,49405615461073826;0,5487051847690546;0,47109945520016483;0,39810156582442785
54,400000000000006;0,710793650802914;0,4947711111178269;0,49129271109073064;0,5456690692472389;0,4684505544115662;0,39581688889426153
54,5;0,7068542745149172;0,4919150633090293;0,4885290724490153;0,5426327393508428;0,4658014665889133;0,39353205064722346
54,6;0,7029146200943809;0,4890588138541404;0,485765238685591;0,5395961950798646;0,4631521917322048;0,39124705108331237
54,7;0,6989746875413059;0,48620236275316103;0,48300120980045824;0,536559436434305;0,4605027298414413;0,38896189020252886
54,800000000000004;0,6955234830010948;0,483700239461508;0,48058004423248435;0,5338993718053051;0,4581819198317922;0,3869601915692064
54,900000000000006;0,6922911406079392;0,48135679122647024;0,478312419692986;0,5314079982663945;0,4560082866862498;0,3850854329811762
55,0;0,6890585200822458;0,4790131413453424;0,47604460003177984;0,5289164103529033;0,45383446650665304;0,38321051307627396
55,1;0,6858256214240132;0,47666928981812384;0,4737765852488649;0,5264246080648304;0,451660459293001;0,3813354318544991
55,2;0,682592444633241;0,47432523664481396;0,471508375344241;0,5239325914021753;0,4494862650452934;0,3794601893158512
55,300000000000004;0,679358989709931;0,47198098182541437;0,4692399703179093;0,5214403603649398;0,44731188376353137;0,37758478546033153
55,400000000000006;0,6761252566540825;0,4696365253599241;0,4669713701698691;0,5189479149531229;0,4451373154477143;0,3757092202879393
55,5;0,6726734764452891;0,46713398470854883;0,46454980074610114;0,516287406619435;0,4428161183218011;0,3737071877668391
55,6;0,6692024057939703;0,4646174584863428;0,4621146982631681;0,5136120299047973;0,44048194907221855;0,37169396678907424
55,7;0,6657310570101134;0,46210073061804646;0,459679400658527;0,5109364388155786;0,4381475927885814;0,3696805844944372
55,800000000000004;0,6622594300937171;0,45958380110365915;0,45724390793217706;0,5082606333517782;0,43581304947088895;0,36766704088292734
