Typ;Name;Latitude;Longitude;Tempolimit;Details;Type
Routenpunkt (Way);Kiesstraße;49.86862675;8.66499155;30.0;Interpoliert;T
Routenpunkt (Way);Kiesstraße;49.8686257;8.664828100000001;30.0;Interpoliert;T
Routenpunkt (Way);Kiesstraße;49.86862465;8.66466465;30.0;Interpoliert;T
Routenpunkt (Way);Kiesstraße;49.8686236;8.6645012;30.0;Original OSM;T
Routenpunkt (Way);Kiesstraße;49.8686206;8.6643024;30.0;Interpoliert;T
Routenpunkt (Way);Kiesstraße;49.8686176;8.6641036;30.0;Interpoliert;T
Routenpunkt (Way);Kiesstraße;49.8686146;8.663904800000001;30.0;Interpoliert;T
Routenpunkt (Way);Kiesstraße;49.8686116;8.663706;30.0;Interpoliert;T
Routenpunkt (Way);Kiesstraße;49.8686086;8.6635072;30.0;Interpoliert;T
Routenpunkt (Way);Kiesstraße;49.8686056;8.6633084;30.0;Interpoliert;T
Routenpunkt (Way);Kiesstraße;49.8686026;8.6631096;30.0;Original OSM;T
Routenpunkt (Way);Kiesstraße;49.868602;8.663068;30.0;Original OSM;T
Routenpunkt (Way);Kiesstraße;49.8685835;8.6630168;30.0;Original OSM;T
Routenpunkt (Way);Kiesstraße;49.868551;8.6629255;30.0;Original OSM;T
Routenpunkt (Way);Kiesstraße;49.8685468;8.6629136;30.0;Original OSM;T
Routenpunkt (Way);Nieder-Ramstädter Straße;49.8685468;8.6629136;30.0;Original OSM;T
Routenpunkt (Way);Unbekannt;49.8686154;8.6628439;;Original OSM;T
Routenpunkt (Way);Nieder-Ramstädter Straße;49.8686154;8.6628439;30.0;Original OSM;T
Routenpunkt (Way);Unbekannt;49.8687103;8.662743;;Original OSM;T
Routenpunkt (Way);Roßdörfer Platz;49.8687667;8.6627359;;Original OSM;T
Routenpunkt (Way);Roßdörfer Platz;49.868773;8.6627513;;Original OSM;T
Routenpunkt (Way);Unbekannt;49.8687683;8.6626841;;Original OSM;T
Routenpunkt (Way);Roßdörfer Platz;49.868864466666665;8.662638233333332;;Interpoliert;T
Routenpunkt (Way);Roßdörfer Platz;49.8688708;8.662653633333333;;Interpoliert;T
Routenpunkt (Way);Unbekannt;49.8688567;8.662596033333333;;Interpoliert;T
Routenpunkt (Way);Roßdörfer Platz;49.8689686;8.662555966666668;;Interpoliert;T
Haltestelle;Roßdörfer Platz;49.868962233333335;8.662540566666667;;Interpoliert;W
Routenpunkt (Way);Unbekannt;49.8689451;8.662507966666666;;Interpoliert;T
Routenpunkt (Way);Unbekannt;49.8690335;8.6624199;;Original OSM;T
Routenpunkt (Way);Unbekannt;49.8690484;8.6624042;;Original OSM;T
Routenpunkt (Way);Unbekannt;49.869064;8.6623893;;Original OSM;T
Routenpunkt (Way);Unbekannt;49.869064;8.6623893;;Original OSM;T
Routenpunkt (Way);Roßdörfer Platz;49.86906;8.6624429;;Original OSM;T
Routenpunkt (Way);Roßdörfer Platz;49.8690664;8.6624583;;Original OSM;T
Routenpunkt (Way);Roßdörfer Platz;49.8690664;8.6624583;;Original OSM;T
Routenpunkt (Way);Unbekannt;49.8691201;8.6623496;;Original OSM;T
Routenpunkt (Way);Teichhausstraße;49.8692424;8.6622681;50.0;Original OSM;T
Routenpunkt (Way);Unbekannt;49.8692424;8.6622681;;Original OSM;T
Routenpunkt (Way);Teichhausstraße;49.8692759;8.6622542;50.0;Original OSM;T
Routenpunkt (Way);Teichhausstraße;49.8693102;8.6622443;50.0;Original OSM;T
Routenpunkt (Way);Teichhausstraße;49.8693102;8.6622443;50.0;Original OSM;T
Routenpunkt (Way);Teichhausstraße;49.8693447;8.6622369;50.0;Original OSM;T
Routenpunkt (Way);Teichhausstraße;49.8693804;8.6622321;50.0;Original OSM;T
Routenpunkt (Way);Teichhausstraße;49.8694176;8.6622284;50.0;Original OSM;T
Routenpunkt (Way);Teichhausstraße;49.8694512;8.6622263;50.0;Original OSM;T
Routenpunkt (Way);Teichhausstraße;49.8694512;8.6622263;50.0;Original OSM;T
Routenpunkt (Way);Teichhausstraße;49.869501;8.6622247;50.0;Original OSM;T
Routenpunkt (Way);Teichhausstraße;49.8695468;8.6622247;50.0;Original OSM;T
Routenpunkt (Way);Teichhausstraße;49.8696571;8.6622289;50.0;Original OSM;T
Routenpunkt (Way);Teichhausstraße;49.8697304;8.6622317;50.0;Original OSM;T
Routenpunkt (Way);Teichhausstraße;49.8698241;8.6622382;50.0;Original OSM;T
Routenpunkt (Way);Teichhausstraße;49.8699149;8.6622462;50.0;Original OSM;T
Routenpunkt (Way);Teichhausstraße;49.8699149;8.6622462;50.0;Original OSM;T
Routenpunkt (Way);Teichhausstraße;49.870039525;8.6622623;50.0;Interpoliert;T
Routenpunkt (Way);Teichhausstraße;49.87016415;8.6622784;50.0;Interpoliert;T
Routenpunkt (Way);Teichhausstraße;49.870288775;8.6622945;50.0;Interpoliert;T
Routenpunkt (Way);Teichhausstraße;49.8704134;8.6623106;50.0;Original OSM;T
Routenpunkt (Way);Teichhausstraße;49.8704134;8.6623106;50.0;Original OSM;T
Routenpunkt (Way);Teichhausstraße;49.8705311;8.6623258;50.0;Interpoliert;T
