Typ;Name;Latitude;Longitude;Tempolimit;Details;Type
Routenpunkt (Way);Haardtring;49.8671816;8.632342399999999;50.0;Interpoliert;T
Routenpunkt (Way);Haardtring;49.8672464;8.6324654;50.0;Original OSM;T
Routenpunkt (Way);Haardtring;49.8672464;8.6324654;50.0;Original OSM;T
Routenpunkt (Way);Haardtring;49.86732546666666;8.632618466666667;50.0;Interpoliert;T
Routenpunkt (Way);Haardtring;49.867404533333335;8.632771533333333;50.0;Interpoliert;T
Routenpunkt (Way);Haardtring;49.8674836;8.6329246;50.0;Original OSM;T
Routenpunkt (Way);Haardtring;49.8674836;8.6329246;50.0;Original OSM;T
Routenpunkt (Way);Haardtring;49.8675643;8.6330823;50.0;Original OSM;T
Routenpunkt (Way);Haardtring;49.8675643;8.6330823;50.0;Original OSM;T
Routenpunkt (Way);Haardtring;49.8676023;8.6331566;50.0;Original OSM;T
Routenpunkt (Way);Haardtring;49.8676023;8.6331566;50.0;Original OSM;T
Routenpunkt (Way);Haardtring;49.86765845;8.63329465;50.0;Interpoliert;T
Routenpunkt (Way);Haardtring;49.8677146;8.6334327;50.0;Original OSM;T
Routenpunkt (Way);Haardtring;49.8677588;8.63354045;50.0;Interpoliert;T
Routenpunkt (Way);Haardtring;49.867803;8.6336482;50.0;Original OSM;T
Routenpunkt (Way);Haardtring;49.867803;8.6336482;50.0;Original OSM;T
Routenpunkt (Way);Haardtring;49.867825;8.6337024;50.0;Original OSM;T
Routenpunkt (Way);Haardtring;49.8678516;8.6337538;50.0;Original OSM;T
Routenpunkt (Way);Haardtring;49.867877;8.6337925;50.0;Original OSM;T
Routenpunkt (Way);Haardtring;49.8679032;8.6338269;50.0;Original OSM;T
Routenpunkt (Way);Haardtring;49.8679487;8.6338703;50.0;Original OSM;T
Routenpunkt (Way);Haardtring;49.8679487;8.6338703;50.0;Original OSM;T
Routenpunkt (Way);Haardtring;49.8679974;8.6339099;50.0;Original OSM;T
Routenpunkt (Way);Berliner Allee;49.8680526;8.6339495;50.0;Original OSM;T
Routenpunkt (Way);Haardtring;49.8680526;8.6339495;50.0;Original OSM;T
Routenpunkt (Way);Berliner Allee;49.8680947;8.6339772;50.0;Original OSM;T
Routenpunkt (Way);Berliner Allee;49.8681355;8.6339989;50.0;Original OSM;T
Routenpunkt (Way);Berliner Allee;49.8681891;8.6340197;50.0;Original OSM;T
Routenpunkt (Way);Berliner Allee;49.8682453;8.6340323;50.0;Original OSM;T
Routenpunkt (Way);Berliner Allee;49.8682453;8.6340323;50.0;Original OSM;T
Routenpunkt (Way);Berliner Allee;49.8683433;8.6339967;50.0;Original OSM;T
Routenpunkt (Way);Berliner Allee;49.8684185;8.6339669;50.0;Original OSM;T
Routenpunkt (Way);Berliner Allee;49.8685004;8.63393435;50.0;Interpoliert;T
Routenpunkt (Way);Berliner Allee;49.8685823;8.6339018;50.0;Original OSM;T
Routenpunkt (Way);Berliner Allee;49.86869256666667;8.633860366666667;50.0;Interpoliert;T
Routenpunkt (Way);Berliner Allee;49.86880283333333;8.633818933333334;50.0;Interpoliert;T
Routenpunkt (Way);Berliner Allee;49.8689131;8.6337775;50.0;Original OSM;T
Routenpunkt (Way);Berliner Allee;49.8689131;8.6337775;50.0;Original OSM;T
Routenpunkt (Way);Berliner Allee;49.86902444;8.6337363;50.0;Interpoliert;T
Routenpunkt (Way);Berliner Allee;49.86913578;8.6336951;50.0;Interpoliert;T
Routenpunkt (Way);Berliner Allee;49.86924712;8.6336539;50.0;Interpoliert;T
Routenpunkt (Way);Berliner Allee;49.86935846;8.6336127;50.0;Interpoliert;T
Routenpunkt (Way);Berliner Allee;49.8694698;8.6335715;50.0;Original OSM;T
Routenpunkt (Way);Berliner Allee;49.8695363;8.63354795;50.0;Interpoliert;T
Routenpunkt (Way);Berliner Allee;49.8696028;8.6335244;50.0;Original OSM;T
Routenpunkt (Way);Berliner Allee;49.8696028;8.6335244;50.0;Original OSM;T
Routenpunkt (Way);Berliner Allee;49.8697114;8.633478933333334;50.0;Interpoliert;T
Routenpunkt (Way);Berliner Allee;49.86982;8.633433466666666;50.0;Interpoliert;T
Routenpunkt (Way);Berliner Allee;49.8699286;8.633388;50.0;Original OSM;T
Routenpunkt (Way);Berliner Allee;49.8699286;8.633388;50.0;Original OSM;T
Routenpunkt (Way);Berliner Allee;49.870040200000005;8.6333401;50.0;Interpoliert;T
Routenpunkt (Way);Berliner Allee;49.8701518;8.6332922;50.0;Original OSM;T
Routenpunkt (Way);Berliner Allee;49.8701913;8.6332744;50.0;Original OSM;T
Routenpunkt (Way);Berliner Allee;49.8702627;8.6332451;50.0;Original OSM;T
Routenpunkt (Way);Berliner Allee;49.8702627;8.6332451;50.0;Original OSM;T
Routenpunkt (Way);Berliner Allee;49.8703378;8.6332132;50.0;Original OSM;T
Routenpunkt (Way);Berliner Allee;49.8703507;8.6332077;50.0;Original OSM;T
Routenpunkt (Way);Berliner Allee;49.8703507;8.6332077;50.0;Original OSM;T
Routenpunkt (Way);Berliner Allee;49.8703665;8.633201;50.0;Original OSM;T
Routenpunkt (Way);Berliner Allee;49.8703665;8.633201;50.0;Original OSM;T
Routenpunkt (Way);Berliner Allee;49.8703858;8.6331928;50.0;Original OSM;T
Routenpunkt (Way);Berliner Allee;49.87044;8.6331697;50.0;Original OSM;T
Routenpunkt (Way);Goebelstraße;49.87044;8.6331697;50.0;Original OSM;T
Routenpunkt (Way);Goebelstraße;49.8705074;8.6331411;50.0;Original OSM;T
Routenpunkt (Way);Goebelstraße;49.8705074;8.6331411;50.0;Original OSM;T
Routenpunkt (Way);Goebelstraße;49.8705897;8.6330953;50.0;Original OSM;T
Routenpunkt (Way);Goebelstraße;49.8707074;8.6330305;50.0;Original OSM;T
Routenpunkt (Way);Goebelstraße;49.8707074;8.6330305;50.0;Original OSM;T
Routenpunkt (Way);Goebelstraße;49.870827025;8.633010275;50.0;Interpoliert;T
Routenpunkt (Way);Goebelstraße;49.87094665;8.63299005;50.0;Interpoliert;T
Routenpunkt (Way);Goebelstraße;49.871066275;8.632969825;50.0;Interpoliert;T
Routenpunkt (Way);Goebelstraße;49.8711859;8.6329496;50.0;Original OSM;T
Routenpunkt (Way);Goebelstraße;49.8711859;8.6329496;50.0;Original OSM;T
Routenpunkt (Way);Goebelstraße;49.87131132;8.63292959;50.0;Interpoliert;T
Routenpunkt (Way);Goebelstraße;49.87143674;8.63290958;50.0;Interpoliert;T
Routenpunkt (Way);Goebelstraße;49.87156216;8.63288957;50.0;Interpoliert;T
Routenpunkt (Way);Goebelstraße;49.87168758;8.63286956;50.0;Interpoliert;T
Routenpunkt (Way);Goebelstraße;49.871813;8.63284955;50.0;Interpoliert;T
Routenpunkt (Way);Goebelstraße;49.87193842;8.63282954;50.0;Interpoliert;T
Routenpunkt (Way);Goebelstraße;49.87206384;8.63280953;50.0;Interpoliert;T
Routenpunkt (Way);Goebelstraße;49.87218926;8.63278952;50.0;Interpoliert;T
Routenpunkt (Way);Goebelstraße;49.87231468;8.63276951;50.0;Interpoliert;T
Routenpunkt (Way);Hauptbahnhof Platz 5;49.8723843;8.6327894;;Original OSM;T
Routenpunkt (Way);Hauptbahnhof Platz 5;49.8723858;8.6328153;;Original OSM;T
Haltestelle;Ersatzhaltestelle Hauptbahnhof;49.8724401;8.6327495;50.0;Original OSM;W
Routenpunkt (Way);Hauptbahnhof Platz 5;49.8724854;8.6327749;;Original OSM;T
Routenpunkt (Way);Hauptbahnhof Platz 5;49.8724854;8.6327749;;Original OSM;T
Routenpunkt (Way);Hauptbahnhof Platz 5;49.872487;8.6328009;;Original OSM;T
Routenpunkt (Way);Goebelstraße;49.8725046;8.6327392;50.0;Original OSM;T
Routenpunkt (Way);Goebelstraße;49.8725456;8.6327327;50.0;Original OSM;T
Routenpunkt (Way);Goebelstraße;49.8725923;8.6327237;50.0;Original OSM;T
Routenpunkt (Way);Goebelstraße;49.8726679;8.6326923;50.0;Original OSM;T
Routenpunkt (Way);Goebelstraße;49.8726679;8.6326923;50.0;Original OSM;T
Routenpunkt (Way);Goebelstraße;49.8727062;8.6326656;50.0;Original OSM;T
Routenpunkt (Way);Goebelstraße;49.8727873;8.6325833;50.0;Original OSM;T
Routenpunkt (Way);Goebelstraße;49.8728318;8.6325374;50.0;Original OSM;T
Routenpunkt (Way);Goebelstraße;49.8728763;8.6324953;50.0;Original OSM;T
Routenpunkt (Way);Goebelstraße;49.87292;8.6324589;50.0;Original OSM;T
