Typ;Name;Latitude;Longitude;Tempolimit;Details
Routenpunkt (Way);Kranichsteiner Straße;49.88312563333333;8.666426533333333;50.0;Interpoliert
Routenpunkt (Way);Kranichsteiner Straße;49.88302676666667;8.666364466666666;50.0;Interpoliert
Routenpunkt (Way);Kranichsteiner Straße;49.8829279;8.6663024;50.0;Original OSM
Routenpunkt (Way);Kranichsteiner Straße;49.882851;8.6662541;50.0;Interpoliert
Routenpunkt (Way);Kranichsteiner Straße;49.8827741;8.6662058;50.0;Original OSM
Routenpunkt (Way);Kranichsteiner Straße;49.88269315;8.66615855;50.0;Interpoliert
Routenpunkt (Way);Kranichsteiner Straße;49.8826122;8.6661113;50.0;Original OSM
Routenpunkt (Way);Kranichsteiner Straße;49.8826122;8.6661113;50.0;Original OSM
Routenpunkt (Way);Kranichsteiner Straße;49.8824975;8.6660428;50.0;Interpoliert
Routenpunkt (Way);Kranichsteiner Straße;49.8823828;8.6659743;50.0;Original OSM
Routenpunkt (Way);Kranichsteiner Straße;49.8823085;8.66593255;50.0;Interpoliert
Routenpunkt (Way);Am Karlshof (Bussteig Richtung Süd);49.8823119;8.6658736;;Original OSM
Routenpunkt (Way);Am Karlshof (Bussteig Richtung Süd);49.8823151;8.6658603;;Original OSM
Routenpunkt (Way);Am Karlshof (Bussteig Richtung Süd);49.8822486;8.665836800000001;;Interpoliert
Routenpunkt (Way);Am Karlshof (Bussteig Richtung Süd);49.88225185;8.665823450000001;;Interpoliert
Haltestelle;Am Karlshof;49.8822342;8.6658908;;Bus Stop
Routenpunkt (Way);Kranichsteiner Straße;49.8822342;8.6658908;50.0;Original OSM
Haltestelle;Am Karlshof;49.882195;8.665871;;Bus Stop
Routenpunkt (Way);Kranichsteiner Straße;49.882195;8.665871;50.0;Original OSM
Routenpunkt (Way);Kranichsteiner Straße;49.882195;8.665871;50.0;Original OSM
Routenpunkt (Way);Am Karlshof (Bussteig Richtung Süd);49.8821853;8.6658;;Original OSM
Routenpunkt (Way);Am Karlshof (Bussteig Richtung Süd);49.8821853;8.6658;;Original OSM
Routenpunkt (Way);Am Karlshof (Bussteig Richtung Süd);49.8821886;8.6657866;;Original OSM
Routenpunkt (Way);Kranichsteiner Straße;49.8820815;8.6658097;50.0;Original OSM
Routenpunkt (Way);Kranichsteiner Straße;49.8820098;8.6657738;50.0;Interpoliert
Routenpunkt (Way);Kranichsteiner Straße;49.8819381;8.6657379;50.0;Original OSM
Routenpunkt (Way);Kranichsteiner Straße;49.8819381;8.6657379;50.0;Original OSM
Routenpunkt (Way);Kranichsteiner Straße;49.8818414;8.6656952;50.0;Original OSM
Routenpunkt (Way);Kranichsteiner Straße;49.881751;8.6656439;50.0;Original OSM
Routenpunkt (Way);Kranichsteiner Straße;49.8816981;8.6656138;50.0;Original OSM
Routenpunkt (Way);Kranichsteiner Straße;49.8816981;8.6656138;30.0;Original OSM
Routenpunkt (Way);Kranichsteiner Straße;49.8816415;8.6655775;30.0;Original OSM
Routenpunkt (Way);Kranichsteiner Straße;49.88151936;8.66550406;30.0;Interpoliert
Routenpunkt (Way);Kranichsteiner Straße;49.88139722;8.66543062;30.0;Interpoliert
Routenpunkt (Way);Kranichsteiner Straße;49.88127508;8.665357179999999;30.0;Interpoliert
Routenpunkt (Way);Kranichsteiner Straße;49.88115294;8.66528374;30.0;Interpoliert
Routenpunkt (Way);Kranichsteiner Straße;49.8810308;8.6652103;30.0;Original OSM
Routenpunkt (Way);Kranichsteiner Straße;49.8809284;8.6651218;30.0;Original OSM
Routenpunkt (Way);Kranichsteiner Straße;49.8808499;8.6650463;30.0;Original OSM
Routenpunkt (Way);Kranichsteiner Straße;49.8807409;8.664942633333334;30.0;Interpoliert
Routenpunkt (Way);Kranichsteiner Straße;49.8806319;8.664838966666666;30.0;Interpoliert
Routenpunkt (Way);Kranichsteiner Straße;49.8805229;8.6647353;30.0;Original OSM
Routenpunkt (Way);Kranichsteiner Straße;49.8805112;8.6647242;30.0;Original OSM
Routenpunkt (Way);Kranichsteiner Straße;49.8805112;8.6647242;30.0;Original OSM
Routenpunkt (Way);Kranichsteiner Straße;49.8804806;8.6646567;30.0;Original OSM
Routenpunkt (Way);Kranichsteiner Straße;49.8804114;8.6645818;30.0;Original OSM
Routenpunkt (Way);Taunusplatz;49.8804191;8.6645647;;Original OSM
Routenpunkt (Way);Taunusplatz;49.880423;8.6645558;;Original OSM
Haltestelle;Taunusplatz;49.8803432;8.6645081;;Bus Stop
Routenpunkt (Way);Kranichsteiner Straße;49.8803432;8.6645081;30.0;Original OSM
Routenpunkt (Way);Taunusplatz;49.88034795;8.6644892;;Interpoliert
Routenpunkt (Way);Taunusplatz;49.880351950000005;8.6644804;;Interpoliert
Routenpunkt (Way);Kranichsteiner Straße;49.8802683;8.6644315;30.0;Original OSM
Routenpunkt (Way);Taunusplatz;49.8802768;8.6644137;;Original OSM
Routenpunkt (Way);Taunusplatz;49.8802768;8.6644137;;Original OSM
Routenpunkt (Way);Taunusplatz;49.8802809;8.664405;;Original OSM
Routenpunkt (Way);Kranichsteiner Straße;49.8801685;8.6643256;30.0;Original OSM
Routenpunkt (Way);Kranichsteiner Straße;49.8801685;8.6643256;30.0;Original OSM
Routenpunkt (Way);Kranichsteiner Straße;49.8801058;8.6642575;30.0;Original OSM
Routenpunkt (Way);Kranichsteiner Straße;49.8800821;8.6642318;30.0;Original OSM
Routenpunkt (Way);Kranichsteiner Straße;49.8800174;8.6641988;30.0;Original OSM
Routenpunkt (Way);Kranichsteiner Straße;49.8800174;8.6641988;30.0;Original OSM
Routenpunkt (Way);Kranichsteiner Straße;49.87994093333333;8.664118833333333;30.0;Interpoliert
Routenpunkt (Way);Kranichsteiner Straße;49.87986446666667;8.664038866666667;30.0;Interpoliert
Routenpunkt (Way);Kranichsteiner Straße;49.879788;8.6639589;30.0;Original OSM
Routenpunkt (Way);Kranichsteiner Straße;49.8796976;8.66386565;30.0;Interpoliert
Routenpunkt (Way);Kranichsteiner Straße;49.8796072;8.6637724;30.0;Interpoliert
Routenpunkt (Way);Kranichsteiner Straße;49.8795168;8.66367915;30.0;Interpoliert
Routenpunkt (Way);Kranichsteiner Straße;49.8794264;8.6635859;30.0;Original OSM
Routenpunkt (Way);Kranichsteiner Straße;49.879338;8.66347195;30.0;Interpoliert
Routenpunkt (Way);Kranichsteiner Straße;49.8792496;8.663358;30.0;Original OSM
Routenpunkt (Way);Kranichsteiner Straße;49.879226;8.6633196;30.0;Original OSM
Routenpunkt (Way);Kranichsteiner Straße;49.8791999;8.6632828;30.0;Original OSM
Routenpunkt (Way);Kranichsteiner Straße;49.8791532;8.6632049;30.0;Original OSM
Routenpunkt (Way);Kranichsteiner Straße;49.87910155;8.66312345;30.0;Interpoliert
Routenpunkt (Way);Kranichsteiner Straße;49.8790499;8.663042;30.0;Original OSM
Routenpunkt (Way);Kranichsteiner Straße;49.87898456666667;8.662929100000001;30.0;Interpoliert
Routenpunkt (Way);Kranichsteiner Straße;49.878919233333335;8.6628162;30.0;Interpoliert
Routenpunkt (Way);Kranichsteiner Straße;49.8788539;8.6627033;30.0;Original OSM
Routenpunkt (Way);Kranichsteiner Straße;49.878758950000005;8.6625567;30.0;Interpoliert
Routenpunkt (Way);Kranichsteiner Straße;49.878664;8.6624101;30.0;Original OSM
Routenpunkt (Way);Kranichsteiner Straße;49.8785942;8.662311066666668;30.0;Interpoliert
Routenpunkt (Way);Kranichsteiner Straße;49.8785244;8.662212033333333;30.0;Interpoliert
Routenpunkt (Way);Kranichsteiner Straße;49.8784546;8.662113;30.0;Original OSM
Routenpunkt (Way);Kranichsteiner Straße;49.8784277;8.662078;30.0;Original OSM
Routenpunkt (Way);Kopernikusplatz;49.8784142;8.6620091;;Original OSM
Routenpunkt (Way);Kopernikusplatz;49.8784214;8.6619964;;Original OSM
Routenpunkt (Way);Kranichsteiner Straße;49.8783741;8.6620083;30.0;Interpoliert
Haltestelle;Kopernikusplatz;49.8783205;8.6619386;;Bus Stop
Routenpunkt (Way);Kranichsteiner Straße;49.8783205;8.6619386;30.0;Original OSM
Routenpunkt (Way);Kopernikusplatz;49.87834785;8.6619192;;Interpoliert
Routenpunkt (Way);Kopernikusplatz;49.87835505;8.6619065;;Interpoliert
Routenpunkt (Way);Kopernikusplatz;49.8782815;8.6618293;;Original OSM
Routenpunkt (Way);Kopernikusplatz;49.8782815;8.6618293;;Original OSM
Routenpunkt (Way);Kopernikusplatz;49.8782887;8.6618166;;Original OSM
Routenpunkt (Way);Kranichsteiner Straße;49.8782485;8.66183625;30.0;Interpoliert
Routenpunkt (Way);Kranichsteiner Straße;49.8781765;8.6617339;30.0;Original OSM
Routenpunkt (Way);Kranichsteiner Straße;49.8781765;8.6617339;30.0;Original OSM
Routenpunkt (Way);Kranichsteiner Straße;49.8781184;8.6615708;30.0;Original OSM
Routenpunkt (Way);Kranichsteiner Straße;49.8781063;8.6614886;30.0;Original OSM
Routenpunkt (Way);Kranichsteiner Straße;49.8781005;8.6614309;30.0;Original OSM
Routenpunkt (Way);Kranichsteiner Straße;49.8780935;8.6613763;30.0;Original OSM
Routenpunkt (Way);Kranichsteiner Straße;49.8780833;8.6612805;30.0;Original OSM
Routenpunkt (Way);Heinheimer Straße;49.8780833;8.6612805;30.0;Original OSM
Routenpunkt (Way);Heinheimer Straße;49.87799775;8.6612846;30.0;Interpoliert
Routenpunkt (Way);Heinheimer Straße;49.8779122;8.6612887;30.0;Original OSM
Routenpunkt (Way);Heinheimer Straße;49.8779122;8.6612887;30.0;Original OSM
Routenpunkt (Way);Heinheimer Straße;49.8778361;8.6612998;30.0;Original OSM
Routenpunkt (Way);Heinheimer Straße;49.8777942;8.6613058;30.0;Original OSM
Routenpunkt (Way);Heinheimer Straße;49.877664371428565;8.661336557142857;30.0;Interpoliert
Routenpunkt (Way);Heinheimer Straße;49.87753454285714;8.661367314285714;30.0;Interpoliert
Routenpunkt (Way);Heinheimer Straße;49.87740471428571;8.661398071428572;30.0;Interpoliert
Routenpunkt (Way);Heinheimer Straße;49.877274885714286;8.661428828571427;30.0;Interpoliert
Routenpunkt (Way);Heinheimer Straße;49.877145057142855;8.661459585714285;30.0;Interpoliert
Routenpunkt (Way);Heinheimer Straße;49.87701522857143;8.661490342857142;30.0;Interpoliert
Routenpunkt (Way);Heinheimer Straße;49.8768854;8.6615211;30.0;Original OSM
Routenpunkt (Way);Heinheimer Straße;49.8768661;8.6615252;30.0;Original OSM
Routenpunkt (Way);Heinheimer Straße;49.876761725;8.66154725;30.0;Interpoliert
Routenpunkt (Way);Heinheimer Straße;49.87665735;8.6615693;30.0;Interpoliert
Routenpunkt (Way);Heinheimer Straße;49.876552975;8.66159135;30.0;Interpoliert
Routenpunkt (Way);Heinheimer Straße;49.8764486;8.6616134;30.0;Original OSM
Routenpunkt (Way);Heinheimer Straße;49.8764251;8.6616257;30.0;Original OSM
Routenpunkt (Way);Heinheimer Straße;49.8763302;8.6616739;30.0;Original OSM
Routenpunkt (Way);Dieburger Straße;49.8763302;8.6616739;50.0;Original OSM
Routenpunkt (Way);Dieburger Straße;49.876272;8.661579;50.0;Original OSM
Routenpunkt (Way);Dieburger Straße;49.8762517;8.6615433;50.0;Original OSM
Routenpunkt (Way);Dieburger Straße;49.876183866666665;8.6614055;50.0;Interpoliert
Routenpunkt (Way);Dieburger Straße;49.87611603333333;8.6612677;50.0;Interpoliert
Routenpunkt (Way);Dieburger Straße;49.8760482;8.6611299;50.0;Original OSM
Routenpunkt (Way);Dieburger Straße;49.8760005;8.6610426;50.0;Original OSM
Routenpunkt (Way);Dieburger Straße;49.87594605;8.6609371;50.0;Interpoliert
Routenpunkt (Way);Dieburger Straße;49.8758916;8.6608316;50.0;Original OSM
